Protein1,Protein2
P49720,Q9Y6G9
Q9UJZ1,Q14680
O95900,P07949
Q15696,Q96NL6
Q13615,P47974
Q7Z6E9,Q9P2D0
O95163,P53621
P22061,O00322
Q8ND71,P61289
Q9BY44,Q9NUQ8
P12755,P54198
O75603,Q15118
Q9HC07,P49703
P42858,Q92614
P13639,Q8TBB1
Q16512,P53350
Q12846,Q13064
Q04912,Q9Y608
Q13200,Q14498
O00541,Q9UHB9
Q14194,Q5M775
Q9Y2L1,Q8N3L3
Q9BTD8,O43566
P50402,P41161
Q9P0J0,Q8WWM9
P78317,Q9BXC9
P52732,Q86YT6
Q9H8Y8,Q99685
Q8TBE9,P38398
Q9NRA8,P13639
P52735,Q9UK73
Q8N5F7,Q8TD10
P54252,P02768
P62310,Q8WUY9
Q7Z419,Q8IV32
P50570,O15213
P48444,Q9BTX1
O94992,O15169
O14641,O94906
O14965,O00559
Q69YN4,Q14849
P33993,O75762
O95817,Q9HCD5
Q9HC98,Q99623
Q9BZF1,O94906
P04629,Q9NT22
P49821,Q9Y230
Q15637,P25098
Q8IUD6,Q92804
Q14152,O60906
Q9BTE0,Q16543
Q14457,Q86UF1
Q16186,Q6ZMZ3
O43909,Q9H2G2
Q8TAT6,Q15149
O00212,Q08170
P55072,Q9NVX0
Q709F0,Q9BWF3
Q8NCN4,Q969Y2
Q8N7J2,Q14244
Q9BTT4,Q8N1B4
Q8N0Z3,Q96K80
Q92828,O75154
P51948,Q9C093
O95249,Q9BWG6
P42694,Q14008
Q9NVX2,Q86UY6
Q9BZF1,O15042
P51572,O14641
Q96CV9,O14981
Q15149,Q13617
Q86SQ0,P58340
Q14C86,O15417
Q9NRI5,Q02218
Q9Y6A5,Q9Y230
P78314,Q8N684
O43752,O95429
P17152,Q9GZM8
Q32MK0,P14866
P54257,Q9NTJ3
P54105,A0MZ66
Q8NFJ9,P18206
Q9P253,Q96JH8
Q05655,Q9NX70
Q13625,O14949
Q8WVP7,O95487
Q6ZRS2,Q13387
Q16513,Q9UN86
P33981,Q00987
Q9Y6A5,P05187
Q9BYN8,Q14247
P50570,Q6ZMZ3
Q02241,Q14203
O43516,P41743
Q9H967,Q9Y6G9
Q9H4K1,O00203
Q5XPI4,P25705
Q9NXD2,P62306
Q15056,Q5VZB9
Q8N960,Q9Y4K3
O94992,Q15154
Q9HC35,P28331
Q13228,Q8WVM7
Q86UX6,Q16625
P28066,Q9HCE1
Q14203,O14964
Q5XPI4,P51948
Q9NRC1,Q6P2E9
P11532,Q4G0J3
Q15628,Q9UL15
Q86U70,Q5T9S5
P09972,Q9H8X9
Q86VH2,Q12846
P08559,Q7Z6K3
O43264,Q9NQB0
Q8N3C7,Q13618
Q5JTH9,Q9UHD8
Q9BRZ2,Q16836
O76083,Q92900
O00268,Q8IZ41
P13569,Q9NWB7
Q7Z6Z7,Q504Q3
O75530,Q8IXZ2
Q13501,P61587
Q99959,Q00610
O43663,Q13620
Q9Y230,Q9Y333
Q13616,O60244
Q8TAS1,P48444
Q9H204,P07919
Q9HCE7,Q6N021
P19838,O15116
Q8WUM0,O60437
P32519,O14641
Q92945,O15259
Q9H254,Q9HCE7
Q8NEV8,Q9UHV9
Q13064,Q13501
P42345,Q6ZUJ8
Q8TD31,P07948
P53618,P11532
O94763,Q86XR8
O15155,P46199
Q8WXH2,Q8N6Y0
Q15417,P12004
Q9BV73,Q16659
P42858,Q562E7
Q9NUQ8,Q6ZW76
Q9P0M2,P52948
P62258,O60313
O15146,P04629
Q8IWB1,P35222
Q7Z7L1,Q16864
Q13190,P42345
O14578,Q96JN8
O00161,Q9H2D6
Q15118,Q7Z333
Q7Z6J0,P07910
Q9UQL6,P61587
O00212,Q92667
P0CB47,Q9UQB8
P86452,P25705
Q15758,Q5T7N2
P03950,Q53HC0
Q9H2G2,Q13148
Q5XPI4,P54577
Q8NCU7,Q96DB2
Q9UJC3,Q14999
P25786,Q9P2E8
O94906,Q9P2D0
Q9Y572,Q10567
P17980,O43390
Q9H0B6,Q9UI36
Q9Y570,Q9H497
Q8TD10,Q9Y3D9
P35052,Q96H55
Q9UHA4,Q9BUI4
P51532,Q969X5
Q8TB24,Q08999
O43896,Q86Z20
Q14677,Q8IX90
Q9BZR9,Q9UH99
Q9Y5J1,Q9NRR6
P20290,Q8N5R6
P62258,P17980
Q9Y2S2,P62191
P17948,Q96AC1
O75179,P42226
P07910,Q96QG7
P84098,P51149
Q9P0L0,Q8N6Y0
Q92630,Q7L0Q8
Q5T440,P61764
Q9UGI0,Q8WUY9
Q9NYZ3,P08621
Q8NBJ4,P26368
Q6PIJ6,Q92947
O00116,Q9UPN3
O94763,Q92734
Q9BZJ0,P28331
P48023,P40937
Q8TEX9,P35222
Q99996,Q9Y6D9
Q9Y487,Q07157
P42684,Q8TBF4
Q99741,Q86VM9
P54577,Q9Y230
P51957,Q13613
Q92900,O43353
Q16543,P06213
Q9Y5S9,Q9UK22
Q9Y2U8,P35228
P62258,O15042
P55209,Q16666
Q13618,Q8N2Y8
P20290,P13569
P31943,P02768
Q96DB2,Q13033
P42345,Q9UEU0
Q9P2M7,O75554
Q99615,Q9UHB9
P23497,O43896
Q12873,Q9NTJ5
Q9UBB6,P57078
Q86XL3,Q9HAU5
Q05682,Q969G3
Q9GZR2,O60763
P50570,O15294
P27144,Q8IU60
Q9HCE7,P55735
P17980,P48736
Q8NHP6,Q9BUH8
P42336,Q14203
Q5SQN1,P15924
Q13009,P42858
O14512,O14832
Q9UER7,O60826
O94874,P17948
Q14258,Q9NQP4
Q92769,Q96J92
Q69YN4,Q06418
Q7Z434,O94913
P27708,P46100
Q6ZW49,O15294
O43752,Q9UK59
Q969H0,O43924
Q92619,Q9Y282
Q6P3W7,Q8TBK6
P35606,P28331
P30622,P55209
Q15058,Q5JR59
Q14684,O94986
Q96Q42,P48736
Q69YN4,P33316
P04792,P48444
O43390,P53370
Q12873,Q9HCU5
Q6ZVF9,Q9ULJ8
Q9Y566,Q8N3X1
Q96DT6,O15294
Q14204,Q8NFJ9
P29597,Q92900
Q969Q5,Q9UP83
O95232,O60333
Q8NDV7,P43652
O60313,P60468
P52948,O14730
Q07666,Q6ZU80
P62753,O00189
O75410,Q6WCQ1
Q8IYI6,Q9UBU8
Q5T5Y3,Q12894
Q14088,Q14247
Q9NW82,P46199
Q14457,P55072
Q16566,Q96RG2
Q9Y295,Q8N5V2
P35222,Q15050
Q14692,P49790
O14965,P62258
Q86U42,Q96PV0
P23508,O43776
P35222,Q9BTE6
Q7Z3B4,P78362
P58107,Q9NX47
Q13823,Q13564
Q8TDM6,O94992
Q12955,Q96CW1
Q9NTJ5,P07910
P49736,O95219
Q14258,Q7L0Q8
Q2KHN1,O15151
Q96S44,O75533
Q86SQ0,Q9NQ66
Q9UM54,Q9Y5S9
Q14244,Q9Y4X5
Q13610,O00161
P46940,Q15417
Q7Z6E9,Q8NI36
Q9UK22,Q12959
P21359,Q9NTI5
P10515,O75665
Q12934,Q9NWU5
O60437,Q13287
Q8NFZ5,Q14684
Q9Y4G2,Q13685
O14578,P50570
Q9UJX3,P03950
Q676U5,O94972
Q13310,O75815
Q8WVV9,P62875
P15735,Q5W0Z9
Q96K19,Q9NV31
Q5RL73,O94874
Q15714,Q15637
Q99704,Q9UHX1
Q9BSI4,P20290
Q9HCE1,Q9Y228
Q8NDC4,Q96D59
O75400,P51957
P43243,Q92615
Q96H55,Q6PJ21
Q9BYN8,P46108
Q9UMZ2,P61221
Q8TC92,Q9Y4Z0
Q8TEB7,Q69YN4
Q9NP31,A1X283
P49638,Q15645
P33981,Q9C005
P23588,O43896
O15226,O00257
P51572,Q15363
Q99471,P31483
Q14254,Q5SZD1
Q9NQ66,O60381
Q5QJE6,Q9Y6M1
P49406,P10636
O14617,Q69YQ0
Q92630,O75530
Q9UJX5,P61966
Q9Y2H2,Q6ZNL6
Q8N137,P47756
Q7Z4H7,P51970
Q8TB24,A5D8V6
Q9NRD5,Q9ULX5
Q9Y5S9,P61289
Q96MY7,Q9BT78
Q14203,Q9Y2I8
Q92888,P05455
Q13620,P46940
P42704,Q13469
Q5SQN1,Q5S007
Q5EBL4,O75116
Q9UPT6,Q9P2A4
Q00987,P61966
Q96BD5,P55735
Q9Y3A6,P38398
P45973,Q13526
Q9HCE1,Q13228
P11177,Q13637
O75530,Q9C0B0
Q13233,P51116
Q8IZQ5,P10636
O00232,Q9P1Q0
Q709F0,Q6IQ23
Q9UPR3,Q6RFH5
Q8IYE0,O14578
P02647,Q86XK2
P51532,Q8NB90
Q15555,Q69YN4
P53814,Q7L190
Q14974,Q9Y282
P22314,Q8IUS5
Q8N8S7,P60468
P53999,O75694
Q9HCE7,O60763
P09496,O94874
Q63ZY3,Q9HCU5
O14964,Q9UK32
Q969Q4,Q9P0K7
Q13137,O60381
Q9Y2X0,P00558
Q9UQL6,Q96S55
P24928,O43747
Q13049,Q14669
O60508,Q9ULH0
Q15650,Q12959
Q9Y6K9,O95782
Q9Y4J8,Q15669
Q96T52,P21860
Q86UY6,Q9Y3C5
O15357,P18859
Q13033,O94986
Q86VP1,P17931
P62308,Q15058
P16435,P98179
Q9Y3L3,Q02241
Q8WUM4,P57078
Q0D2I5,O75496
P36406,Q9UKK9
O14492,P10636
Q14966,Q9UM13
Q8IYP9,Q08945
O95714,Q9ULC3
P52630,Q9ULH0
Q96PK6,P18206
Q9P107,P17948
Q05086,Q5T200
O60841,Q17RY0
O75665,P62316
P49761,Q9BTA9
P54252,Q5QP82
Q6PKG0,P52757
Q86UY6,Q9HCE1
Q14137,Q8N488
Q969L4,P42704
P62304,Q969H0
Q9HCE7,O43678
P06400,Q8WV44
Q14676,Q9BQ67
Q9H115,Q15831
Q8NHH9,Q13114
Q12986,P62826
Q969G3,Q5VT06
O14818,P06733
Q9HB71,Q8N9T8
P21127,Q9P0K7
P19525,P15924
Q9UJX2,P62258
Q8N122,P42858
P13995,Q9NQB0
P49821,Q99683
P25787,O43929
Q8TB24,P57075
O94992,Q9UKA4
Q8IUR7,P62258
Q8NB25,P14866
Q9NPG2,Q7Z569
Q9UHA3,Q7Z5K2
O14657,Q9BRS2
Q969S9,Q9NVN8
Q13526,Q53T59
P56945,Q13435
O95249,P78527
O43752,Q9NQG5
P98170,P56945
Q16666,Q5VX52
Q15050,P49721
P50897,Q8WTP8
Q8WXG1,O95235
P49736,Q13769
Q9BVN2,Q92530
P06576,P08581
Q9C0C7,P46459
Q9BZF9,P20042
O94972,Q14142
P35222,Q92925
Q9Y3M2,Q9Y6K9
P22061,Q8WXH0
Q8N122,Q13393
Q9GZM8,O95816
Q96EZ8,Q9NRW7
O75558,Q9BW27
P30622,Q9P2E3
Q96PX6,P36776
Q6PH81,O95990
O95835,P31350
P08962,P11362
O94874,Q676U5
Q5QP82,Q9UJC3
Q05397,O95751
Q96DT6,O75694
Q9BZV1,O00444
P19419,Q99549
P56945,P25789
O43752,Q9Y6I3
Q96DB2,Q13618
O14908,Q9H0K1
Q15029,Q8WYP5
Q9UNY4,Q9BRS2
Q8NDV3,Q9BXM7
P42773,P35228
O60313,Q05519
P29590,Q92947
Q9BPX5,O43660
P28331,P34897
Q4G0J3,Q96PM5
O60610,Q5SW79
Q9Y4X5,Q9Y4C1
Q8WY36,Q5JR59
Q86YT6,O75330
O95248,Q13618
Q86Y07,P13569
P49354,O15155
Q5VT25,Q676U5
Q69YN4,Q96FC9
Q13823,Q7L0Q8
Q9Y5K6,O95248
Q8NHP6,P42345
Q96C74,Q13627
Q13188,P52272
Q02241,Q9ULC3
P35222,Q5T1C6
P49454,Q16659
P14678,Q9NQ75
A2RRP1,Q9BYP7
Q13263,Q8NB25
Q86X10,Q96R06
Q8NA23,Q9UN86
Q14318,Q96LP2
Q8IXZ2,P08559
Q5VV67,Q6RFH5
Q9UNF0,Q63ZY3
O15381,Q9H1B7
Q86TB9,P07948
Q86VM9,O15550
Q3KP44,O75616
O95140,Q13625
Q8TDY2,P49756
P23497,Q8IZE3
Q6DKK2,P56945
Q5T5U3,Q674X7
P78344,O00541
Q9BUL8,P15924
Q9Y3D8,P51617
O15078,Q92945
P22314,Q9UL15
P13693,Q5T2W1
P12004,O00232
Q92630,O14929
Q9UKE5,Q9UK22
Q6S5L8,Q99623
Q15147,P49736
Q9P2D1,Q9P2R3
O43172,O95347
Q14781,Q14999
Q9Y223,Q16659
Q9GZM8,P43243
P16435,Q13618
O75558,Q9NYZ3
O43809,Q9ULW0
Q9NYB9,P42336
Q00610,P08559
Q9BXM7,Q9Y285
Q49A88,Q6ZW49
Q9NRI5,Q96L92
Q6W2J9,O43318
P61758,Q9Y5K6
Q9P0V3,P12004
Q92769,Q8WXW3
Q9NZC4,Q9NPF5
Q504Q3,Q99590
O75694,Q6UXT9
Q9UKE5,O43390
Q9BVC6,Q96LB3
O14578,O75582
O95229,Q92878
Q9BWC9,Q969H0
P62314,P02649
Q9BVS4,Q8WW34
Q9BYV6,Q969X5
P07332,P25098
Q10589,Q9NV06
Q12999,P46100
Q9NPG2,Q8WUZ0
P14616,Q9NVW2
P04843,Q99627
Q8NF50,Q9BZR9
Q12834,Q4VCS5
Q9ULW0,Q9UKE5
P50613,Q5VU43
Q9UK45,P54198
Q7Z6Z7,Q9UBC1
P49406,O14788
Q92614,P31948
P55072,P07948
Q5JTZ9,Q9ULT8
Q9H792,O15069
Q14142,Q9BRL6
O95235,Q8N5G2
Q14203,Q8WVM8
Q9H089,Q13620
Q7KZ85,Q5T8P6
Q9UQE7,Q9UNM6
Q6ZMI0,P13569
P10636,Q969G3
P36776,Q8IYT4
P17480,P83731
Q9UBE0,Q14152
Q14498,Q96M89
Q676U5,Q9BY77
O75494,P49736
Q9H2G4,Q9HCE7
P21579,Q6PKG0
P02545,Q9BQD3
Q9Y297,P13569
P49821,O00499
Q9NW13,Q96QH2
Q99417,Q9Y5M8
Q96R06,P54105
O14492,Q92624
Q9Y3E7,Q5W5X9
Q99996,Q96QR1
P62873,Q9HC77
O95159,Q76N32
P07910,P04264
O94986,P46821
Q96NL6,P04792
P60468,P55072
Q9UDY2,Q86Y13
Q9HAU0,P25789
P18859,Q15058
Q7Z7L1,O95782
O94887,Q5T8D3
Q9H6D7,Q8N5G2
O43752,Q9H0X6
Q16531,Q9BYG3
Q9P2D0,P79522
Q71F23,Q2NL82
Q14258,Q96LB3
O95816,P25963
O94992,Q13535
Q9Y6R4,Q13618
P85298,Q15050
Q9ULT8,Q99816
Q676U5,Q6P2Q9
Q9BRD0,Q9BSC4
Q8N4S9,P42773
P19525,Q96A37
Q8IV01,P42226
Q8N5H7,O43175
Q7Z2W4,Q14566
Q9BZV1,Q05823
Q9H081,Q9UJ41
P19525,Q13526
Q8IYI6,Q92615
P15056,Q9H8V3
P84098,P25054
Q16633,O43663
Q14258,O14929
P38398,O75385
Q96B97,Q9NRP7
O94986,O94979
O43805,Q9GZT6
Q00059,Q14151
P11362,P18615
Q9GZR2,Q9BPX5
O75592,Q12846
P52306,Q9Y2R5
P50548,Q14152
Q9Y333,Q13188
P25789,Q9Y3F4
P42704,Q8TB03
Q6IQ23,O14777
Q8IWC1,P08621
P06400,Q676U5
Q9BRK4,Q14674
P04629,P59826
Q13263,Q6PKG0
O75494,Q96PU8
P33316,Q9UJY1
Q9BZJ0,Q13501
Q8NBT2,P08559
Q14005,Q2TAY7
O75323,O43542
Q08170,O15016
Q9NX18,P40925
Q9NR31,P26368
P20963,Q9Y4A5
Q96L91,P42858
Q9UNG2,O75494
Q13618,P20929
Q14315,P0C024
P53618,P48436
Q8IVH8,Q8N573
Q13794,Q6VMQ6
Q99614,Q8IV38
P20290,Q92817
P13569,Q9Y572
Q6UVJ0,Q96PU8
Q9BPZ3,Q92538
Q15269,P01375
Q5SQN1,Q8NCX0
Q8TEH3,Q9H4M7
Q16186,O75529
Q9NQW6,Q9NNW5
P19174,Q96I25
P30291,Q9BQS8
O14773,Q9UHD8
Q99607,Q9BRL6
Q14692,Q2TAY7
O15294,Q92900
P09619,O95071
O76031,Q69YN4
P35711,P46199
O00560,Q8N0S2
Q9NXF1,Q8N6Y0
P08559,Q69YN4
P52701,Q33E94
P49840,P12270
Q13617,Q9BVS4
P11274,P42858
P61962,Q8IY63
Q9Y620,O43390
Q14667,Q01804
Q9HAU0,Q3KP44
P36542,Q9GZL7
Q8N122,Q6PJ21
Q9HD33,P62314
P09874,Q8WXI2
Q8N442,Q13501
Q9NX47,Q13671
Q96CS2,P12956
Q9Y6K9,Q8WU76
Q14258,P12757
Q10567,Q9NSP4
O95503,Q9HBG6
P78317,O43824
Q9H8V3,Q5SZD1
Q9Y276,Q13617
P42858,Q15075
Q15542,Q86TM6
Q8N6Y0,P42696
Q9BYN0,Q9NTI5
Q8IWX8,Q8N6Y0
Q9UJV3,Q13148
P46937,Q6UWD8
Q8TDR0,Q9Y5J1
Q16543,Q32NC0
P42695,Q9Y2J4
Q07157,Q9UJX2
Q9BRL6,Q5VV42
Q9UJW0,Q96MF7
O43805,O15482
O15530,Q9Y3M2
Q5VZ89,Q6ZRS2
Q16288,O43805
O95235,P11182
O14874,Q92597
Q9ULL1,Q13616
O60716,O75691
Q9NRI5,Q9BVN2
P49736,Q8TES7
Q5SZD1,Q9H221
Q14789,P05455
P43307,Q969H0
Q10567,Q13794
A5D8V6,P35222
O94906,Q96SN8
P42694,P08559
Q92947,Q9H6U6
Q9NS56,Q2NL82
P19525,P50897
Q9GZR2,Q71F56
P40925,O94927
Q9Y230,P19338
Q13064,O00444
Q5SQN1,Q9UHV9
O15212,O95758
Q02241,Q68CZ2
Q9BSD7,Q9ULW0
Q6N021,Q9HBM1
Q7Z7A4,Q8N5H7
P40763,Q9UHD8
P38398,P61201
P04629,Q8TAP6
Q2TAC2,Q07157
Q9Y383,P22314
Q8NE71,Q8WU20
Q9UPN9,Q93034
P30414,Q49A88
P55196,Q676U5
P07910,O95661
Q8WXE1,Q9Y4G2
O00559,P12036
Q14254,Q9P227
P32519,P02545
Q6NSJ2,P12956
Q08379,Q9UQB3
Q86UY6,Q9NUQ6
Q7Z434,P13569
Q9BYZ6,Q6ZW49
P08962,P33991
O00295,Q9UHW5
Q86UY6,Q9NWT1
Q9NW82,O43752
Q3KQU3,O60573
Q96NL6,Q16531
Q16630,P98170
O43303,Q9BRS2
O14744,P54252
Q15051,Q9NVN8
P49406,Q9H788
Q15773,P02766
P49756,Q9NX55
Q13263,Q9C0I1
P55884,Q5VT52
Q08945,P61201
Q86V81,P42773
Q14966,Q4G0J3
Q96PX6,Q9UGU5
O15259,Q9BYB0
Q15393,Q96S15
P06733,Q9NV58
Q5TCZ1,P61758
Q9P1Y5,O43572
Q9H3U1,O75154
Q9NRI5,P0C2W1
O94972,Q14999
Q13501,Q58A45
Q96LK0,Q8N0X2
Q8IWX8,Q53HL2
Q16832,P14174
Q9Y512,P28288
Q8ND30,Q9P258
P78362,Q9UM54
Q9BWF3,Q05048
Q149N8,Q96PM5
O75865,Q9BRV8
Q9BQY9,Q9ULR0
Q96CW1,Q14999
P20585,P61289
P62873,O60921
Q69YN4,Q8IWJ2
Q9BVG8,Q9NS91
P17980,Q9Y5B0
O94967,P06733
Q96A33,P46934
P51159,Q9HCD6
Q12873,Q9HD26
O15294,Q9Y5S9
Q99614,Q16576
Q96DX7,Q9Y4X5
Q96T76,Q8IYE1
Q14258,Q9BVN2
Q9NX70,P09619
Q8IXM3,P50402
P35222,Q16630
O75717,Q8N4C6
Q9NYJ8,Q9UQ80
Q7Z699,Q15058
Q9Y2D8,Q69YN4
P00540,Q5JSL3
O94826,P62316
Q9H992,Q8TDY2
Q14999,Q96LU5
Q5VZM2,Q8NCE2
O60308,Q14684
Q4G0J3,Q96A37
P09874,Q3MIN7
O14828,O95900
Q9BWF3,Q01081
Q15147,P78362
Q9Y6G9,Q969X5
Q15773,Q99471
O43684,Q9Y566
P61964,Q9HAQ2
P62258,Q7KZ85
Q9P0J0,P60468
Q9Y3S1,O14976
Q9NQL2,Q9UBB4
O00559,Q9BZJ0
Q8WUY9,P07910
Q9HCE1,Q9UL54
Q14498,Q9HCN4
P78527,P98170
P46934,Q15075
Q9GZS0,P29323
Q96TC7,P47813
Q13286,Q9H0X6
Q504Q3,Q96EF0
P46778,P07948
Q8NHQ8,P28370
P02647,Q8N5D0
O00763,P07949
Q9UHV9,O96008
Q9P2R3,Q93034
Q8WY64,Q16659
Q14684,Q96BD8
P46108,Q8TEP8
O14745,P78314
P04792,Q96QZ7
Q14966,P04629
Q15831,Q8WXH2
Q9Y4X5,Q9P0K7
P14866,Q9UQ07
O00212,Q2NKX8
O00471,Q86Y07
Q16543,Q8TAT6
P48436,Q8TB24
Q8TCJ0,Q92622
Q86V48,Q9H3S7
Q99784,P04792
Q8N122,Q9Y4D1
Q06587,Q9UM54
Q8NEY1,P47813
O14936,P0DPB3
Q9Y5U2,Q64LD2
Q8WXW3,Q9GZR2
O14617,Q5H9F3
Q5VST9,Q9Y6K9
O94822,Q96DB2
P02545,Q9UJY1
Q9ULC3,P41279
Q8TF76,Q9NQW6
Q9Y289,Q13148
A5YKK6,Q15029
O75821,Q9UMS4
Q9P0L0,O14681
Q15643,Q15058
Q8NF91,Q9GZV1
Q9BW27,P35228
Q15744,Q8ND71
Q9UNY4,P14866
P08621,Q9HBU6
P49736,Q9Y2R5
Q96GG9,P08559
Q6P4I2,Q9UPX8
Q6PIJ6,Q9Y608
Q12933,P48681
Q96KQ4,P98170
P31943,O15260
Q9NQW6,P23246
Q9GZS3,P08621
P42345,P56537
Q8NC42,O60308
Q86V81,Q86SQ0
O00268,Q9HC98
Q5VZ89,Q9HBD1
Q9NZN5,Q13200
Q15007,Q14181
P31943,Q86UF1
Q13315,P57078
Q8IY31,P07948
P62258,P42338
Q86WA6,O14745
Q9NWH9,Q969H0
Q9Y3C5,A5D8V6
Q8TEP8,P23508
Q9NYY3,P61978
Q15628,O95487
O60437,Q14244
O14647,P98082
Q8NBP0,Q969Y2
Q6UB35,P61978
Q969H0,Q96LU5
P12270,Q9ULH0
Q9H4M7,Q9BXF9
Q6PD62,P38606
O94992,O96019
P38398,Q9BQS8
P62995,Q86YT6
Q86VV4,Q9Y4K3
P19838,Q14974
Q86VM9,O95661
P09874,P06753
Q9NPJ6,Q92817
Q9Y250,Q96KQ4
Q9NPF4,Q15746
O43172,O15259
Q9BVG8,Q86TM6
Q14142,Q9HC77
Q00059,P52735
Q96RF0,Q12904
O75031,P47712
Q9H4P4,P18859
O00257,O95816
Q8IYX8,Q8WV24
Q9BV57,O43639
Q9BRK4,Q6P2E9
Q15058,P20290
P43246,O75694
Q15058,Q15050
O15116,P02545
Q96EH3,Q15645
Q9NSY1,O00212
P09012,P20290
O00203,Q99558
Q8N137,Q96JC1
Q12959,Q9UPT5
Q96AX1,P54257
P25788,P08621
Q96RQ1,Q5S007
Q9UPA5,O60759
Q6P2H3,Q96A44
Q5U5X0,O14920
Q14315,Q9NQZ2
Q8WYQ5,Q8N983
P28288,Q13191
O96008,Q9ULR0
Q00613,Q9BWF3
Q6PKG0,Q19AV6
Q16186,O75554
P42773,Q9NZJ5
Q13523,Q9UBS8
Q14258,Q8WUM4
P56945,P36894
Q3MHD2,O14964
P49736,Q5JTH9
Q8NF50,Q53GS7
Q13625,O14578
O14744,Q7Z5B4
Q9UHR4,Q8NFZ5
O75052,P56945
O75154,Q96RK0
Q6ZU80,Q9UKN8
Q9UHD8,Q9Y2Z4
P09972,O60333
Q15006,P61221
Q8N122,Q86UW6
Q9UQL6,P46940
O75330,Q8WUM4
Q13263,P04792
Q92878,P31943
P04629,O43818
P04792,Q1L5Z9
Q9BWF3,P02652
Q7Z5K2,Q96QT4
Q5VIR6,O60333
Q9NNW5,Q13439
Q8TB24,Q5VU43
Q92530,P38606
Q8NEZ2,Q08378
Q9BYV6,P30084
P49257,O43353
P12004,P68400
Q8N488,P79522
Q96M89,Q13011
Q05655,Q92805
P60468,Q13617
Q13554,P23942
P78362,O60610
Q6VAB6,Q9ULJ1
P46937,O95714
Q86UY6,Q9H3H9
Q9UK41,Q86SQ0
Q12846,Q14999
O95352,Q13042
P25054,O75530
P62304,P52630
P05187,Q9ULG1
Q9UHR4,Q9NWB7
Q9Y314,P68400
Q9HBD1,Q5VV42
Q6UVJ0,Q9ULT8
Q9NW82,A8MTA8
Q9P0B6,Q66GS9
O43752,O15294
Q9Y6K9,Q12996
P20290,Q9Y4W6
O95714,Q9BZB8
O95249,Q96GN5
O94885,Q7Z4S6
Q9NZL4,Q69YN4
Q07065,O60826
Q15393,P10515
Q8NBT2,Q8WWH4
P61289,Q9BWT7
P55735,Q7Z5K2
Q9BPX3,O15155
Q9Y2A7,Q8NFJ9
P15735,Q86VM9
Q96H55,Q14847
Q92900,Q13415
Q9BQ52,P12270
Q9UQC2,P30679
Q14181,O43482
O14965,Q9BWF3
Q6IQ23,O60637
Q8WW24,Q15811
Q8IXJ9,Q9Y3M2
Q01844,Q02218
Q6ZN54,O15524
O60759,Q69YN4
Q9P2B4,P17480
O75069,Q86U42
Q12959,O14939
P08621,Q5EBL4
Q96NL6,Q9BVP2
Q7L0Q8,P84098
Q9P2M7,O75665
Q8WUM0,Q16204
O75064,Q14134
Q9BQA1,Q07889
P55072,Q96G01
Q9Y4D1,Q96A33
A5D8V6,O15155
P42356,O15047
O00459,Q14152
P46734,P42695
O75694,Q8N9E0
O43318,Q6IQ23
Q9Y6K9,Q13627
Q9BXW9,O96008
P04629,P60468
Q6ZMZ3,P48444
Q9H0K1,Q96LZ7
P20936,Q14999
P55735,Q86TM6
Q9HCE1,P10515
O15457,P12270
P19838,Q53S33
Q96LB3,O94874
Q15058,O14964
Q5TCZ1,Q8IUD2
Q5SW79,P24928
Q8TB24,Q86UP2
Q13618,Q9NP66
P82094,Q7Z7G8
Q8N0Z3,P61962
O95817,P14866
Q9Y512,Q96ST3
Q96EE3,Q9Y6M4
Q676U5,P61218
O60573,Q9NVF7
Q15831,Q9C0C2
Q9UBK7,O95613
Q9NPG2,Q9UBS8
Q9HBD1,Q00597
O14745,Q9Y4F3
P02652,A6NHR9
Q15393,O14757
Q9Y6Q5,Q8N264
Q9Y446,P09619
Q15058,Q99784
Q9GZM8,O14578
Q8IU68,Q6VAB6
Q92667,O15417
O15294,Q9H792
Q8TE76,Q7Z406
Q16512,Q16186
Q8TC71,P61218
O60573,Q99567
P31943,P53992
Q14999,O14964
Q92769,O75351
Q9NTJ3,O43166
P14866,Q5VU43
Q9UHD2,Q9Y2T2
Q9P2W9,Q99871
Q86SG2,Q9Y3D6
Q504Q3,Q13617
O14645,P11362
Q96GR4,P47974
Q13188,Q9UHD2
P22061,P84098
Q96CV9,P06733
Q9H8Y8,P50570
Q14203,Q13347
Q13310,Q08379
Q5SW24,Q4G0J3
Q5T1C6,O00116
Q9Y3R0,Q96R06
O75477,Q155Q3
Q13627,Q9NRI5
Q9NYY8,P18545
Q8WUM0,O14730
Q15061,Q8NI27
Q5VX52,Q8N6Y0
P19174,Q8NCU7
P23508,P53621
O43809,Q9Y2X0
P24928,Q9BWG6
Q9H6L4,Q6IQ23
Q9BZR9,P08236
Q9UKV3,P62306
P40855,Q6UB99
Q08AD1,P17480
Q92802,Q8WX92
O14492,O95235
Q53GS7,Q16543
Q9Y5J1,P51116
O43252,Q9ULT8
Q13616,Q9UJ41
P15056,Q9HCC0
Q8TDY2,P51970
Q16666,Q92887
Q9NWX5,O95271
Q9UGI0,Q5C9Z4
Q9NR46,Q13233
Q8NEY1,P25786
Q8TCD1,Q9UG63
Q9H8V3,Q16401
P50150,O94972
P07948,Q9H8V3
P78362,Q9Y575
O75791,Q96EK5
Q9Y5M8,P51813
P35222,P25788
Q9UHD8,O60293
O00212,Q3MHD2
Q8N4C6,Q8NBU5
Q15652,O43399
