Protein1,Protein2
Q5S007,P28331
P09874,Q9HAW4
O14965,P35222
Q9BST9,O60333
O75031,Q8NCN4
P02647,P02654
Q9BWF2,Q96LK0
Q15025,Q01105
O43353,Q12933
O00499,P30622
Q8IV50,Q96LK0
Q38SD2,Q9HB71
Q15714,Q8TDY2
Q9HCJ0,Q92734
Q12834,Q9UBN7
Q6ZU80,Q9NVX0
Q16543,Q99615
Q96RK0,P58107
P46734,Q53EL6
O14578,Q9C005
Q69YN4,O15066
Q9H4M7,Q14203
Q14203,Q3B820
P45973,O95347
Q9BYF1,Q7Z6J2
O15213,O15381
P49257,O60763
Q9ULW0,P46108
Q8IU81,Q7Z5L9
O14965,Q5T9A4
Q96G01,Q15464
Q9UBN7,Q9Y4A5
Q969S9,P18859
Q15811,Q96CN9
O95159,O14964
O00212,Q6WKZ4
Q86VM9,O76094
Q9H7C4,Q96A19
Q13501,Q13617
Q01433,P98170
Q8NHH9,Q9H0F7
Q5SW79,P31350
Q9UM54,Q16531
Q9UL15,Q9NZL4
Q3SY00,Q96JK2
Q66GS9,Q9BRR8
Q9NW64,Q9UJC3
O75603,Q05048
Q86Y13,Q6ZVM7
Q9H4M7,O75382
Q8IV32,Q7KZ85
P38398,Q13501
P31943,P61964
Q16666,Q9UHB9
P33993,Q14155
Q15007,Q9Y3T9
Q13286,P51617
Q15058,P51991
O14920,P62826
Q13263,Q9UM54
Q08345,P33991
Q9NY99,Q13425
P78317,Q9GZN8
Q9H4M7,Q8WWM7
O15169,Q14194
Q9H814,Q86XZ4
Q13263,P11177
P07948,Q6IQ23
Q9UBC2,Q9Y6I3
Q9BVS4,P09874
P61587,Q9UNF0
Q9BRF8,O43776
P19338,P05455
Q15393,Q13608
Q7Z699,Q53T59
Q14134,O14641
Q9NRC1,Q9Y4P3
Q2M329,Q9UPV0
Q8IUH5,O15130
P13569,P50402
Q15417,P49815
Q9Y4K3,P12004
Q99728,P52701
Q5BJF6,Q8WWI1
Q96NL6,Q9NWB7
Q13618,P25205
Q14999,P51991
Q69YN4,Q8TEQ0
Q676U5,Q9H6S0
Q96QR1,Q99816
O75554,Q01844
P46821,Q01081
Q9H0E2,Q9HD26
Q9GZS1,P42696
Q9H3U1,P52306
Q9C0B0,O75027
O94992,Q4VCS5
Q8WUY9,P48681
Q9P2R3,Q99550
Q96RK0,P62314
P78362,Q96AX9
Q9UHF5,Q8N9T8
Q7Z2W4,Q9BZE1
Q9Y4K3,O43809
Q9P2A4,Q96EV8
P62304,Q9HCS7
Q5S007,P40925
Q8TF42,P04264
P04629,P53350
O94874,P14174
Q9NRC1,O94901
P98175,O14936
Q9H4M7,P46940
P17947,P15036
Q69YN4,Q96ST3
Q9NNX1,Q7Z4H7
Q14258,Q13823
P07948,P55196
P07332,P40763
P57075,Q9H9H4
O75530,Q9BVP2
Q9Y4X5,Q9UK99
Q9H4M7,Q9NZL4
Q96MY7,Q8N6Y0
Q15669,A0FGR8
P04629,Q96QC0
P26368,Q15029
O95159,Q96ST8
Q9H4M7,O75592
Q8WWN8,Q9Y5K6
Q92567,Q14847
Q8IVW4,P15924
Q9UBB4,Q92805
P54252,Q9NX47
P14317,Q9BWW4
P62304,P38432
O95817,Q86WT6
Q9UH99,Q14974
Q69YN4,Q7Z6G8
Q8N488,Q8N392
P31943,Q9Y5K6
P78317,O43390
Q15029,O95232
P51572,Q9C0E8
P32970,Q9UBB4
Q15287,Q14498
O00257,Q9NRZ9
P35222,Q13616
Q69YN4,Q8WXI7
Q96AQ6,P78527
Q9BXW9,P40938
Q15653,Q3MIN7
Q96G01,Q96M89
P13569,P28072
Q9Y6K9,P06576
Q8IUR5,Q14204
Q8NB16,Q96J01
Q9NPF4,Q9NVE7
O95235,Q9UDY2
Q676U5,P07919
Q9H3S7,P04843
Q676U5,O43175
Q99471,Q14005
Q15287,Q13427
Q8N205,O43909
O75665,Q8TCG1
O14578,P08559
P57775,Q13098
Q9Y383,Q8N5F7
Q14457,P35240
Q9H7P9,Q13526
Q86UY6,O43660
Q14258,P55199
Q9BV73,Q13724
P61964,Q8NFC6
O95235,Q9H583
Q13114,Q9NWF9
P08559,Q9Y3D9
Q99538,Q9Y4K3
O94986,A5YKK6
Q9NPJ6,Q2M1P5
P12956,Q9ULW0
Q15149,O15230
P51617,P13639
P48444,Q9BSH5
Q9HC98,Q6ZW76
Q6ZU80,Q9NPJ6
P19838,Q9UNY4
Q15393,O94927
Q13435,O60341
Q96E11,Q5JTZ9
P14174,P40926
O94885,Q96EZ8
Q15287,Q2TAY7
O95661,Q9HD26
Q13671,Q01804
Q9BYN0,Q9UNE7
Q9UHV9,P21860
O75533,O43172
Q969H0,P51991
Q6P2Q9,Q16543
Q14258,P33991
Q13625,Q9UKG1
O76081,Q8IV36
Q00597,P16435
Q5XPI4,Q86VV4
Q9NSC5,Q8WVV9
P16435,P12956
Q02241,Q9UNX4
Q8IV63,P13639
P38398,Q8NFW8
Q92769,Q92974
Q9BXM7,Q5M775
O00408,Q9BYC5
Q01844,Q96H79
Q08170,Q96K80
Q92805,Q2NKX8
O95153,Q9NQ75
Q9UHV9,A7KAX9
Q8TB24,Q9UL15
Q12840,Q00987
Q9Y2D8,Q9NRA8
Q99558,Q9H3U1
Q9HBD1,Q96GA3
A1L4K1,Q96EZ8
Q9UM82,Q12959
Q13618,Q15758
O14965,Q14C86
Q8TD19,P62826
Q9UQ80,P62913
Q9UNE7,O14654
P24928,Q6PD62
P25786,Q9NYB9
Q13616,Q96PK6
Q13418,Q16543
Q676U5,Q13526
P46199,P24539
P12004,P40938
Q13164,Q5C9Z4
Q9NUJ1,Q96TC7
O43426,O00499
O00231,Q07864
O14513,Q9NRI5
Q9UIM3,Q15029
Q9HCE7,P08133
Q13618,Q86UA1
Q8N205,Q92878
Q8TDR0,Q13114
Q676U5,O14979
Q9BW27,P37198
Q9BTA9,Q8TDR0
Q8N4C6,Q14254
P26440,P52209
Q13415,P33993
Q14258,O14907
Q9Y6K9,Q14134
P33981,P30260
P56945,P07948
Q8NFZ5,Q9HCE1
Q9NPH2,O00233
Q9UQ80,P83731
Q15029,P52815
P19075,Q96F07
O95235,Q9Y5B9
O15294,P10636
O95758,O15294
O00212,Q14318
Q969H4,O14733
Q9UK00,Q96Q15
Q6IQ23,P12004
Q13627,A5YKK6
Q15006,O94913
O15294,Q96GA3
P35250,P78527
P05129,Q05397
Q8N5R6,Q8TD10
O95758,O95487
P25788,Q86TB9
Q93034,O43390
O75175,Q9HCJ0
O60504,Q9BST9
P07910,Q15029
Q15058,O00232
Q9NQW6,P49590
P53355,Q96PM5
Q9NPG2,P05387
O95235,Q9H672
Q9UQB3,Q9NRI5
Q7Z4H7,Q9UJ41
O75678,Q9NXC5
Q99490,P42229
Q2KHN1,O95478
Q13387,Q96NL6
Q5S007,Q96N67
P31483,Q9Y383
Q15154,Q8IUD2
Q92734,P42858
O14936,Q99959
O43482,P37198
P04629,O14828
Q8N5C8,Q12933
Q15029,Q9H4L7
Q15051,Q9UK22
Q9Y289,Q969V5
Q14203,Q9NYZ3
Q15831,O00267
Q7L0Q8,P36543
P11172,P33316
O75400,Q9Y4D1
Q8IX90,Q9UG63
O95071,Q9UGU5
Q8IW41,O95714
O94875,Q14289
P29372,Q5VT52
P05783,Q96LB3
P62826,Q96KQ4
Q17RY0,O75175
Q96MT8,Q2M1P5
Q8IUH5,Q96GN5
O95235,P52272
O95758,Q9H9C1
Q8TCJ0,Q99615
Q9Y3M2,Q5GJ75
Q13501,Q96AY4
Q13469,O14757
Q9Y6H1,Q8N9Z2
Q7L190,Q99590
Q8TE68,Q9UQB8
Q13438,P62316
Q9Y5J1,Q9Y4C8
Q9UEU0,O00203
Q8N5R6,Q9Y3Q8
Q9HBD1,P04792
P19838,Q9Y297
Q96JY0,Q92945
Q9NTX7,P42704
Q15061,Q8IWA0
O95990,Q92624
Q96NL6,Q6NSJ2
P43405,Q9UHD2
Q5SW79,Q9UEU0
Q13148,Q9H6S0
Q9UK41,O94906
O14777,Q6UXN9
Q86VP1,Q9UHB9
P12956,P78527
Q6ZNE5,Q96JN2
O95159,Q92597
Q9BZC7,P0C2W1
P04629,Q9H078
O94992,P31943
Q9H8V3,Q13263
O15016,Q8WYP5
Q96CV9,Q8IXS6
Q8N0S2,Q9NQZ6
Q96QT4,Q9NQ66
Q9H0H5,P14373
P31943,Q15628
O00628,Q5I0X4
Q9GZT6,P54098
Q02241,Q9BV73
Q9NVI1,Q8WYQ5
P78406,Q9UDY2
Q96CV9,Q9NSI6
P52815,Q7Z2W9
Q8WUM4,P09619
Q12899,O95721
P19838,Q05655
P09619,P25098
Q9Y2Z4,Q8N465
P49454,Q9BYW2
Q96KN7,Q8WTP8
Q9Y3C5,O95872
Q69YN4,Q86XP1
P22061,Q9H8Y8
Q96T52,P46199
Q9BRX9,Q13148
Q8N9Q2,O75052
O75530,P49761
Q14244,P07196
Q9NTJ5,P53618
P49736,P55884
Q86T90,P12270
Q86UW9,P12956
Q9Y4G2,P49754
Q8TBB1,P41252
P50897,Q9H0B6
P42704,Q15653
P53667,P40939
Q08623,Q8WUA4
Q99996,Q9NRI5
Q13617,Q99567
Q9NTX7,Q14527
O75031,Q8N865
Q3B820,Q2TAC2
Q9BTE6,Q9Y577
Q9H4M7,Q8TEX9
Q15075,P22061
Q14258,O76039
P13569,O00231
Q9NR56,Q8WTP8
Q9NVR5,P49418
Q9H9E3,Q9BXY8
Q13148,O43175
Q5H9F3,Q6W2J9
Q12873,P51116
Q15058,Q5T8D3
Q5S007,O14874
O43663,Q9NW13
Q8WVV9,P36406
P46937,P28066
Q16659,P33993
Q92805,Q8N9B5
P55072,Q9UBF6
Q2M329,Q8N4C6
Q13618,Q6UB35
Q96SB8,Q9BW83
Q99471,P61289
Q8N488,Q15643
P42338,P62873
Q9NP77,P24928
P56962,Q8IVF2
Q5HYJ3,O14744
Q04323,O75351
Q13263,P40937
Q9Y6K9,Q9UM54
Q15029,Q9UBQ5
Q9BV68,Q14152
P78317,Q15287
P50402,Q9NNW5
Q9Y2D8,O75616
Q86X59,O43502
Q92466,Q13098
Q8TBB1,P49815
Q13625,Q96CN9
Q8WXW3,P57052
Q6SA08,Q9UNX4
Q96AX1,Q9BSJ2
Q13526,Q9Y3Q8
O75791,Q96RF0
P55735,Q8NFH3
O60237,Q8NFJ9
P36406,P25786
Q9Y297,Q96CW5
Q9UBN7,P29590
Q15637,Q9UQL6
O60518,P50542
P13569,P25789
Q96LU5,Q96HA7
O43663,Q9HCD5
Q5T7N2,Q08945
Q9HCE1,Q9UN86
Q13263,Q9Y6M1
P11308,O95071
Q13356,Q13620
Q96DI7,Q16531
P0C1Z6,Q8TEQ0
Q6P4A8,Q9H6T0
Q96BR1,P52815
P11274,P19174
Q05086,Q13148
O15259,Q9HB71
O75031,Q9ULU8
Q14974,Q53EZ4
Q9BZV1,Q9Y6K9
Q6ZU80,Q86V48
O95758,O75694
Q8N488,Q05519
Q9BXU3,Q8IZT6
Q8NFZ5,Q8N684
P53805,P52630
Q14498,Q99700
Q15382,O75400
P58340,O43683
Q9H4M7,Q8NI36
Q5S007,Q13501
Q9H8V3,O15269
O43318,Q99426
Q9NP79,Q9Y3E7
Q96S21,Q93034
Q9BYF1,Q96SU4
Q14498,P51991
P04629,Q8TCY9
Q5S007,Q9HC98
Q86VP1,O15230
P18206,P52732
Q13023,Q8TDR0
Q49A88,Q8IX90
Q8NCY6,P63211
Q5VT52,Q9H204
Q6ZMZ3,Q14596
Q96A37,P35240
Q05086,Q96JN8
Q14139,Q9NRI5
P35228,P31948
Q9HCE7,Q9UKE5
Q9NRA8,O75175
P52630,P49354
Q8N3Y1,Q5TCY1
P21673,Q9GZT8
P40763,P53618
P15735,Q9BSJ2
Q8N205,Q6ZXV5
P57075,Q8WW24
O95229,Q9P2E9
Q9H4M7,Q9BW19
Q9GZS1,Q16543
P13639,O15067
Q9UER7,Q13114
Q9UQE7,P46940
P42858,Q6PKC3
Q9UER7,Q9Y2D8
P41252,O15069
Q15393,P62314
Q8NHP6,Q96A33
Q9H4B6,P42694
P51957,Q8TBA6
Q02241,Q14974
Q9H0A0,P09874
Q8TC44,Q9H3U1
Q92918,P36776
O75815,Q8N6H7
Q969G3,P0C7W6
Q96D71,P46108
Q9Y5U2,Q9NW82
P53667,P42356
Q9UM54,Q15811
O15360,Q9HB96
P46940,Q32MZ4
Q9UMS4,Q9HCS7
O94874,Q9BRS2
Q12849,Q9BQ52
O15294,Q86XZ4
Q13618,P05387
Q13480,Q9BRG2
P57740,Q99567
Q9NZ43,Q5SQN1
Q9Y5B0,Q12802
Q92538,Q8TCG1
O95835,Q13625
Q9H8V3,P25705
Q8TC84,Q9BYV6
Q9C0C7,P61201
Q9BQA1,O00267
Q9C0B0,Q16864
Q69YN4,P35527
Q9NPJ6,O75665
Q008S8,O96008
Q3MHD2,Q01804
P12004,Q5FWF4
Q96EP0,P25963
Q9UJV3,Q8WV60
O60437,O95714
Q14258,Q7Z6Z7
P31943,Q9UFG5
Q96RK4,Q9BXC9
Q00059,P27144
Q5XPI4,Q8ND71
P57075,Q6ZU52
Q96F07,Q9NRI5
Q9Y6K9,Q9BXL7
Q8NB25,Q6P1N0
Q8IUW3,Q5QP82
Q15650,Q7Z2W4
O75208,Q969Q5
Q96B97,Q86UU1
P07910,Q86V81
P04629,P53992
Q4G0J3,O95347
P49761,Q9UKV3
Q00987,Q8NFV4
P55072,O95071
Q13315,O14757
Q14258,P09496
P04629,Q08945
O95235,Q7RTW8
P25963,Q13526
Q6UVJ0,Q9NVX0
Q4VCS5,Q5VT06
O75582,P19838
Q9Y4Z0,P62316
Q9BYM8,Q13546
P35638,Q13618
P07910,Q14671
Q9BV68,Q9P2S5
Q69YN4,Q5JTH9
Q14318,Q9NZ43
Q12846,Q96A33
Q96PU5,Q12866
Q13526,Q12933
Q13263,Q9NV31
Q96EP0,Q9HCD6
Q6IQ23,O14893
Q9Y230,P35249
Q86UF1,P17540
Q14674,Q9UQE7
Q9NPF4,Q92597
Q9NRI5,Q6PCD5
P61964,Q53EZ4
Q9UJW9,Q9BXY8
P02545,P26368
Q8TEH3,Q6PKG0
Q9Y297,O75665
Q9HBU9,Q01484
Q15572,Q13188
Q8N0Z3,Q96BD8
Q7L190,Q8WVV4
P61221,Q14254
Q9H8V3,Q13435
O75943,O60921
O75530,P49756
Q8IUQ0,Q38SD2
Q86VM9,P46778
O00212,Q8N5G2
Q15291,Q66K74
Q9BYG3,Q14692
P55072,Q96CV9
P46934,Q9UBF6
O43151,O43765
Q96SU4,Q96EV8
Q9UJW9,Q71SY5
Q5S007,Q8NFW8
Q14008,P98170
P07948,Q13057
P08621,Q9H814
Q86XR8,P33993
P29323,P19174
O14543,Q93034
Q05086,P28070
Q96AQ6,Q9Y4I1
Q8IUR7,O60381
Q8N684,Q6UXN9
Q14966,Q8NEY1
P56945,P61421
Q15058,Q9NW64
Q05655,Q13523
P56945,Q9BVS4
Q9UKT5,O43318
O75530,P04843
P46199,Q6PML9
Q14511,Q96MA1
Q14203,Q8IY31
Q9UQE7,Q9Y4A5
O14744,Q9BYZ2
P62258,Q7Z460
Q9C0B0,O60313
O14733,P51149
O00161,Q9H115
Q8NFZ5,Q9NWT1
Q8N945,P58340
Q13794,P54577
Q13627,Q15758
Q9H078,O95396
Q9NXU5,Q8N3E9
Q4VCS5,Q9BT92
Q96MY7,Q2TAC2
Q5S007,O60716
Q9UJC3,Q9UL25
Q9UKV3,Q9BYC5
Q9UPN6,Q8IYF3
O75400,Q9NV06
Q14999,Q16630
Q92882,Q96PV0
Q969H0,Q92769
Q9H4M7,Q13263
Q96MT8,O75665
Q15029,P62258
Q8TAF3,Q9BXW9
Q8IYM9,P29590
Q9UJX2,Q9HAB3
Q86UY6,Q08AD1
P40763,P37198
P62753,Q9H1I8
Q12933,Q3SY00
P33993,Q9BRK4
Q6ZW31,Q92870
O94874,O15381
Q13617,P62316
Q8WYQ5,Q9NQZ2
Q969S9,Q6PML9
Q9NYZ3,Q9UEU0
Q9P0B6,P42345
O14964,A9UHW6
O14979,Q9H000
Q14684,Q15061
Q86UY6,Q8TAT6
Q96EP0,Q9Y4K3
Q9NPC3,P42858
Q13131,Q96RR4
Q9UGI0,Q9BRV8
Q14498,O00232
Q9NQW6,Q9Y5B9
O00257,P62826
Q7Z6Z7,Q92945
Q8TAD8,P62316
Q969H0,P26651
Q9BYV6,Q8IXM3
P14373,O43809
P04629,Q9Y2H5
Q14432,Q9UH99
Q15643,Q6ZMV7
Q9UKE5,Q14764
Q9BQ67,P53621
Q9P2N5,O94913
O00559,Q9HAU0
P14866,Q8TEH3
Q9BYN8,P46199
Q96E11,P36542
Q8TEH3,Q9BZF3
Q9P2B4,P30154
Q16082,Q99959
Q96GF1,Q8NBU5
Q96H55,Q96N67
Q8IU60,Q6P2E9
O43482,Q86W54
P36957,P52926
Q9UNK0,Q9P253
Q9H6I2,Q00059
O43283,Q9UQF2
Q12981,Q9P2W9
Q9H4M7,Q2NL82
P62308,Q15696
P04792,Q8NA72
O15294,Q96I25
Q9H8V3,Q92614
O94986,Q6UB35
Q9NQW6,P52272
A6NK89,P68400
Q15058,Q14677
Q13825,O75521
P20618,P14373
Q9NQW6,O95232
P55735,Q9UMS4
Q15029,P43246
Q9Y4C8,Q9H0A0
P12757,Q96ST3
Q969H0,Q99466
Q9UDW3,Q96MA1
P01375,Q9H6S1
Q9BSI4,Q9UNE7
P08574,P12004
Q96JN8,O95347
Q8N568,Q9ULJ8
O43482,O95872
Q01844,O00268
P02545,P55010
Q6ZMZ3,Q5T5U3
Q14142,Q6P3X3
Q9NTI5,P12004
P04629,P50995
O43896,Q6ZS30
O14654,P46108
Q8N465,Q15751
Q9NPF4,Q96KB5
P51116,Q9NSC5
Q969H0,Q01804
Q01844,Q05519
P03950,P06576
Q15058,P49790
O95235,Q8NE71
Q92538,Q9Y5K6
O95071,Q9Y383
Q8N0S2,Q96T51
Q9H0A0,Q00987
O14782,Q9NRI5
Q8NBT2,Q9H1I8
Q8WUF5,O43663
P32970,P50570
Q9H4M7,O15269
Q9UDY2,P00558
O43187,Q9NR46
Q69YN4,P08910
Q13009,Q02156
Q96EA4,Q5THJ4
O95071,O75494
Q08379,Q92619
P50402,Q8WYP5
Q96EV8,O43482
Q15029,P51116
Q8N5H7,Q9BZF1
Q13617,P62995
Q6W2J9,Q9UBN7
Q66GS9,Q13011
P33993,Q99959
Q8NDV7,Q9UJX5
Q9H4P4,P51948
Q52M75,P05783
Q14258,Q9H7D0
P54252,P22061
P55072,Q9UBP0
P50402,Q96QT4
Q6ZS82,Q9UJ41
P78317,Q9NVJ2
Q13620,Q13098
Q6IQ23,Q9H568
Q8WXW3,Q9HC52
Q13501,Q07065
P28066,Q9H583
O95503,O15226
Q9BXC9,Q15154
Q8WXH0,Q8TDR0
Q8N465,Q9BZH6
Q8TAD8,P62995
Q92630,Q9BW19
Q14999,P05783
Q86UY6,P78559
Q9H967,Q9Y4A5
O75925,O00499
Q8TBB1,Q6ZNE9
Q9NYB9,Q2TAC2
Q8TBF4,Q9GZR2
P31943,O75529
Q96N67,P21860
O94992,Q8NB90
P52824,Q8N3E9
P78317,Q9NRK6
Q2M329,Q9UPQ7
Q96RQ1,Q7Z7G8
Q9HBD1,Q9BVP2
O94874,Q15427
Q7Z2W7,Q86VM9
Q5U5Q3,Q14692
Q14244,Q9NW13
Q8TB24,P53999
Q9BYB0,O94988
P54252,Q9Y2A7
Q13099,Q9BW83
P19338,Q9BVP2
P08559,P82094
P53350,Q9UNE7
Q9H4M7,P25705
Q14258,Q9BRZ2
P04629,O75400
Q8TB24,Q9Y5K6
Q99816,O95487
P04629,Q16836
O60896,Q9NP58
Q8IY31,Q96LP2
O75554,P62318
Q9C0E8,Q8WVM8
Q3MHD2,Q13310
Q69YN4,Q13873
Q00987,Q92769
Q9BVA0,Q5SW79
P57078,P49815
P35222,P06753
Q96LB3,O14964
Q9BZB8,P14866
Q9NP66,Q96GE4
O00623,P17152
P62753,Q9BRD0
Q6ZNL6,Q9UDY2
O75208,Q14318
Q15058,Q9P246
P17600,Q13200
Q9P0P0,Q92804
Q13286,Q6NXE6
Q96H55,Q5T5U3
Q14203,Q9GZS3
P22314,Q6NXE6
Q7Z5B4,Q9NRC1
Q14203,Q5M775
Q86XR8,Q9BZW7
Q68CZ6,P12270
Q14676,Q01484
Q9Y4F3,Q99700
O14641,P42858
P38432,Q15020
Q5JR59,Q8NE31
O14965,Q9NQS7
Q96T52,O94826
Q9HCN4,Q9NZL4
O15294,Q9BVP2
O14617,Q13200
Q96AX1,Q92783
Q9NQW6,Q9P2M7
Q9UPT6,Q13387
Q9BZC7,O75592
O75530,O75934
Q9P0L0,Q96RL7
Q9P2S5,P20618
Q13131,P14373
Q13148,P08559
Q8NFZ5,Q9H3H9
P15056,Q8NC42
Q9UK41,Q9UKA4
Q16082,Q9BYE7
P42773,Q00534
Q9BYF1,Q9BV38
Q14807,P42226
P68400,Q96D46
Q16659,Q02218
O94874,O96008
P35611,Q7Z3B4
Q8TBF4,Q9BYG3
Q2M1Z3,P36542
Q14318,P25787
O60921,P52701
Q9Y4K3,P41252
P38432,Q15723
Q9NQL2,Q13526
Q13368,Q9NY99
Q16666,Q9P2D3
Q9BXM7,Q6SZW1
Q9P0L0,P33897
Q9H4M7,P54577
Q8WTW4,Q13671
Q9UER7,Q9NQB0
Q9BWT6,P47813
Q14258,P28324
Q3SXY8,Q8WYA0
O15550,Q8NFC6
Q12873,Q5T9A4
P31943,Q6UXN9
Q9H5K3,P48047
Q13526,O95782
O60341,Q9BWU0
P50897,Q9NPH2
O94868,O14936
Q86Z20,O76041
Q6P2Q9,P40939
Q00987,Q99466
Q86UY6,Q92878
O75694,Q13190
Q5EBL8,Q9HAU0
Q15029,P49721
O43924,Q15382
O75150,Q9BSJ1
O75323,P04843
P19525,Q16864
Q7L190,Q7Z6Z7
Q9UN86,Q8WWM7
Q13418,Q9UBB4
Q9Y2V7,Q8TC44
P08621,P84098
P61218,P63272
O75031,O43663
Q9H0E2,P51617
Q9BXF6,P30084
Q15417,Q6UB35
P14866,Q9Y5K6
Q9H0U9,Q9NW13
O60333,Q99541
P61421,Q9H3E2
Q15058,Q13310
Q14974,P78406
Q99683,P42858
P10636,Q13501
P35222,Q96B97
Q8TDY2,P11172
Q96QZ7,Q86UL8
Q9Y275,P52701
P42684,Q9NQ75
O96008,P04843
Q9NSG2,Q9Y5U2
Q9H5K3,O95396
P79522,Q9NX20
O43683,P78406
O15482,Q12981
O95235,Q9H0H5
O75521,Q9H078
P07196,Q9Y575
P42695,P61421
Q9BXM7,P40939
O43896,P52948
Q13546,P27708
Q7RTS9,Q9Y446
P56945,P49137
O95503,Q63HN8
Q8WW34,Q9HB07
Q99607,Q9UPN9
Q13618,Q86WU2
Q9UJX5,P51955
Q9BT92,Q9BRK4
Q969H0,Q13616
Q6ZNE9,P02545
Q8TD55,Q9HC77
O96017,Q9UHX1
Q14999,Q13310
P46459,Q13190
P61964,Q7Z434
P50402,Q9HCU5
Q9NRA8,Q99700
Q9P1Y5,Q6IQ23
P10636,Q96EU6
Q01844,P55072
Q92882,P48023
Q13615,Q9H583
P51116,Q15417
Q9BXM7,Q15393
Q15029,Q08379
P04629,P42684
P15735,Q9UQE7
O14744,Q14204
Q96EV8,Q9UNK0
Q7L0Q8,Q9ULH0
O94874,P14866
Q9Y230,Q92769
O75716,Q8WYP5
Q9UMS4,O75533
Q8IV48,A9UHW6
Q6NTF9,Q8WXG1
Q86UY6,P38606
Q96T52,Q7Z695
Q9BRV8,P55199
O14544,Q9Y2L1
Q8NB25,Q9ULL1
Q9Y4K3,Q13191
O60895,Q9NZ71
Q13825,Q5TC12
Q5XPI4,Q9BQG2
Q14498,Q9NW64
O95721,Q9Y4K3
Q96FS4,Q96RY7
Q9NQU5,P61962
P51970,P28331
O14920,Q9Y4K3
Q8NI35,Q99417
Q92882,Q9BV57
Q8TBF4,Q6PKG0
Q96S55,Q15054
Q92630,Q2NL82
P23508,Q99490
Q9NPJ6,Q7Z4H7
Q86UE8,Q8IY63
Q16625,Q9HCU5
Q9BZB8,O75175
Q8IX90,Q6NSJ2
P42566,Q7L804
Q96CW1,Q9NSY1
Q69YN4,Q12968
Q9P0P0,O95352
Q9HCE1,Q13905
Q9H8V3,A1L390
P36507,Q9NQZ2
Q8NB25,Q15154
Q9BZJ0,Q9NRI5
Q16666,Q9GZL7
Q86VQ0,Q02790
P31943,Q9Y2A7
Q13190,O95872
Q9C0E8,Q9P246
O00217,O14548
Q9Y3C5,Q9Y6I3
O95858,P29323
Q92667,Q16543
Q14258,P29590
Q00987,P51532
Q7LGA3,Q8IUS5
O75529,Q9Y4A5
Q9Y4P8,Q9NTX5
Q4G0J3,P11498
Q8N5F7,O60566
Q8IXM3,Q86TS9
P34947,Q9Y5B0
O43663,P49792
Q6ZNL6,P61962
O95140,Q13501
Q9NQW6,Q10589
Q96PV0,Q9NRI5
P46199,Q969Y2
Q96T76,Q7Z7L1
Q6ZU80,Q99550
Q9UBN7,Q9HB71
P04629,P54819
P49736,Q9UBN7
Q86XT4,Q13501
O14777,Q2M1P5
Q15139,P06753
Q8WW59,O94925
Q9UKT4,Q9Y297
P46937,Q9NV92
O00203,P25205
Q14247,Q15427
Q9NVT9,Q9NZL4
O14578,Q9BUI4
Q53GS7,O76041
Q8IYW5,O00231
Q5VTB9,Q9HD26
Q8TC92,Q9GZT8
O14578,Q8WWI1
Q9Y5B0,P08621
Q6ZU80,Q96G01
Q9P2E9,Q9Y5S9
O95235,Q8NCM8
O95361,Q14457
O43765,P46695
P01375,Q7Z406
Q13823,Q9BW19
P61916,P02766
Q9P2D0,Q5VYK3
P02545,Q5VV42
Q8N6V4,P51948
O75031,Q00613
Q9BQG0,Q53GS7
O95817,P09972
Q9H4M7,P57740
P45973,A1X283
Q9ULT8,P40938
O60895,P51957
Q9BYE7,Q9NYG5
Q8NE63,Q9NNW5
P50897,Q6ZR37
Q4VCS5,Q8N4C6
Q13618,Q92945
Q13239,P20963
O15169,Q7L5Y9
Q9BWF3,O15381
O75694,O75410
Q9HBD1,O43390
Q6IQ23,P41252
Q13627,Q9C073
Q8TEB1,Q9BZE9
Q9Y5B0,Q8N8S7
Q12986,P19338
Q9H2G9,Q8TES7
P46937,O95817
Q9UPR3,O14746
P52948,P18859
Q13418,P42356
Q5T8P6,Q9NRI5
P19338,O43390
P08621,Q9Y3F4
P07910,Q68DK2
Q86UY6,Q9H583
Q9NS91,P68400
Q15058,Q14676
Q96EZ8,Q8TBK6
P31943,P52209
P98174,A0FGR8
P06733,Q9H488
O75592,Q9UBF8
P51572,Q9BSJ8
Q92636,Q13228
O14578,Q13769
Q8WV44,P68400
Q7Z7L1,Q9NV31
Q68CZ1,P47756
O14578,O94906
Q9UPV9,Q08379
Q9NQB0,Q9UGN5
Q13233,Q4V328
Q0VF96,Q6Q0C0
P17480,P35568
Q86TM6,Q9HCU5
Q969H0,Q5C9Z4
Q14258,Q2NL82
P35052,Q13751
O15442,P15735
Q96TC7,Q92575
Q13009,Q96QZ7
Q9NVK5,Q5U651
Q9Y5K6,O15357
O75694,O43264
Q8NCE2,Q9UKU7
Q7Z6Z7,P49736
Q8IX03,Q8TD19
Q9Y2Z4,Q5TC12
Q8N137,Q86V48
Q17RY0,Q6P1N0
P38398,O95782
Q14999,Q14676
Q13627,Q14789
Q86WV1,Q9C0A6
O60763,Q13190
P49736,P31948
P14866,O15294
Q13164,Q16543
Q15058,Q2TAY7
Q9P0Z9,Q99747
O00560,Q8TBK6
Q96MT8,Q7Z4H7
Q9NP66,Q9BVG8
P25054,P46940
O00221,O75179
O15294,O43390
Q14258,Q92625
