,Protein UniProt Acc.,EC Number,isEnzyme
248516,Q6GPH4,0.0.0.0,0
248517,P17861,0.0.0.0,0
248518,P51811,0.0.0.0,0
248522,Q9UIA9,0.0.0.0,0
248524,P12018,0.0.0.0,0
248526,Q9NP79,0.0.0.0,0
248529,Q96AJ9,0.0.0.0,0
248530,P04004,0.0.0.0,0
248531,O00401,0.0.0.0,0
248532,Q6UXN9,0.0.0.0,0
248533,Q9BRX9,0.0.0.0,0
248536,Q8TF74,0.0.0.0,0
248537,Q5MNZ9,0.0.0.0,0
248538,Q9UBV4,0.0.0.0,0
248542,P47992,0.0.0.0,0
248543,O15537,0.0.0.0,0
248544,Q96QU8,0.0.0.0,0
248545,O43543,0.0.0.0,0
248547,Q13488,0.0.0.0,0
248550,Q96QK1,0.0.0.0,0
248554,Q6UX27,0.0.0.0,0
248558,Q9Y4E1,0.0.0.0,0
248559,Q9GZL7,0.0.0.0,0
248560,Q9C0J8,0.0.0.0,0
248561,Q5JSH3,0.0.0.0,0
248562,Q9NNW5,0.0.0.0,0
248569,P19544,0.0.0.0,0
248571,Q6AWC2,0.0.0.0,0
248572,Q9GZV5,0.0.0.0,0
248573,P78423,0.0.0.0,0
248575,Q702N8,0.0.0.0,0
248579,Q86UX7,0.0.0.0,0
248581,Q8N6Y0,0.0.0.0,0
248583,P52735,0.0.0.0,0
248585,P21796,0.0.0.0,0
248588,O60504,0.0.0.0,0
248593,Q9Y279,0.0.0.0,0
248598,Q8IWB7,0.0.0.0,0
248599,Q8IZQ1,0.0.0.0,0
248601,Q8TBZ3,0.0.0.0,0
248603,Q8NI36,0.0.0.0,0
248607,P30518,0.0.0.0,0
248609,Q86V25,0.0.0.0,0
248611,P36543,0.0.0.0,0
248621,P09327,0.0.0.0,0
248625,Q96GC9,0.0.0.0,0
248629,Q86XT2,0.0.0.0,0
248632,Q9BRG1,0.0.0.0,0
248635,Q86VN1,0.0.0.0,0
248637,Q5VIR6,0.0.0.0,0
248639,Q15906,0.0.0.0,0
248640,Q8IV63,0.0.0.0,0
248645,Q9BUR4,0.0.0.0,0
248652,Q9UK41,0.0.0.0,0
248654,Q96JC1,0.0.0.0,0
248656,Q9P1Q0,0.0.0.0,0
248662,Q5GFL6,0.0.0.0,0
248666,P04275,0.0.0.0,0
248668,Q8WVS4,0.0.0.0,0
248673,O43516,0.0.0.0,0
248679,P41587,0.0.0.0,0
248684,Q9NZR4,0.0.0.0,0
248688,P02774,0.0.0.0,0
248689,Q9BZH6,0.0.0.0,0
248692,O43379,0.0.0.0,0
248699,O95388,0.0.0.0,0
248700,O76076,0.0.0.0,0
248703,P09544,0.0.0.0,0
248704,P56703,0.0.0.0,0
248710,Q9UPY5,0.0.0.0,0
248712,O14980,0.0.0.0,0
248717,Q3ZAQ7,0.0.0.0,0
248719,Q709C8,0.0.0.0,0
248727,Q9UBQ0,0.0.0.0,0
248733,Q9Y6W5,0.0.0.0,0
248734,P42768,0.0.0.0,0
248737,Q9GZT5,0.0.0.0,0
248744,Q9Y6I7,0.0.0.0,0
248749,O43915,0.0.0.0,0
248750,P08670,0.0.0.0,0
248753,Q69YN4,0.0.0.0,0
248756,Q96AW1,0.0.0.0,0
248759,Q9H267,0.0.0.0,0
248760,Q8NEZ2,0.0.0.0,0
248764,Q9P253,0.0.0.0,0
248769,Q9Y3C0,0.0.0.0,0
248770,Q2M389,0.0.0.0,0
248772,A8K0Z3,0.0.0.0,0
248775,Q8NEZ3,0.0.0.0,0
248777,Q9H7D7,0.0.0.0,0
248778,P57081,0.0.0.0,0
248780,Q9GZS3,0.0.0.0,0
248786,P56705,0.0.0.0,0
248794,P98155,0.0.0.0,0
248797,A5D8V6,0.0.0.0,0
248801,Q9H270,0.0.0.0,0
248803,P49754,0.0.0.0,0
248804,Q8N1B4,0.0.0.0,0
248810,Q9UEU0,0.0.0.0,0
248812,Q7Z5K2,0.0.0.0,0
248815,Q8TAF3,0.0.0.0,0
248816,A4UGR9,0.0.0.0,0
248823,Q9P2S5,0.0.0.0,0
248827,O43592,0.0.0.0,0
248829,Q13426,0.0.0.0,0
248830,O75695,0.0.0.0,0
248835,Q5T9L3,0.0.0.0,0
248842,O43542,0.0.0.0,0
248847,P46937,0.0.0.0,0
248852,P67809,0.0.0.0,0
248855,P11171,0.0.0.0,0
248856,Q13541,0.0.0.0,0
248857,P08195,0.0.0.0,0
248859,P41595,0.0.0.0,0
248864,P0DMS8,0.0.0.0,0
248865,Q9NRG9,0.0.0.0,0
248869,Q15027,0.0.0.0,0
248870,O00400,0.0.0.0,0
248873,P07108,0.0.0.0,0
248878,P32297,0.0.0.0,0
248879,P30532,0.0.0.0,0
248882,Q9UKV3,0.0.0.0,0
248883,P20309,0.0.0.0,0
248886,P60709,0.0.0.0,0
248887,P35609,0.0.0.0,0
248890,P62258,0.0.0.0,0
248891,P27348,0.0.0.0,0
248894,P78314,0.0.0.0,0
248895,P54619,0.0.0.0,0
248902,Q86UK0,0.0.0.0,0
248903,P61221,0.0.0.0,0
248904,P45844,0.0.0.0,0
248905,Q9P2A4,0.0.0.0,0
248909,O00590,0.0.0.0,0
248910,P11229,0.0.0.0,0
248912,P35348,0.0.0.0,0
248920,Q16537,0.0.0.0,0
248924,Q00005,0.0.0.0,0
248930,P08697,0.0.0.0,0
248933,Q9UGM1,0.0.0.0,0
248934,P30926,0.0.0.0,0
248935,Q16570,0.0.0.0,0
248936,P25106,0.0.0.0,0
248937,P08172,0.0.0.0,0
248939,Q99965,0.0.0.0,0
248940,P31946,0.0.0.0,0
248941,P31947,0.0.0.0,0
248944,P30153,0.0.0.0,0
248949,P08908,0.0.0.0,0
248950,Q9UGI9,0.0.0.0,0
248953,Q99758,0.0.0.0,0
248954,Q8WWZ7,0.0.0.0,0
248955,Q9NP78,0.0.0.0,0
248957,O95342,0.0.0.0,0
248958,O60706,0.0.0.0,0
248959,Q96J66,0.0.0.0,0
248960,Q8NE71,0.0.0.0,0
248966,Q969K4,0.0.0.0,0
248967,Q13362,0.0.0.0,0
248970,O60239,0.0.0.0,0
248973,Q9NRA8,0.0.0.0,0
248974,P30939,0.0.0.0,0
248980,O95264,0.0.0.0,0
248982,P01023,0.0.0.0,0
248984,Q9NS82,0.0.0.0,0
248985,Q9Y478,0.0.0.0,0
248990,O75027,0.0.0.0,0
248991,Q9NRK6,0.0.0.0,0
248992,P33897,0.0.0.0,0
248993,Q9UBJ2,0.0.0.0,0
248994,Q9UNQ0,0.0.0.0,0
248996,P02763,0.0.0.0,0
248997,P02750,0.0.0.0,0
248998,A8K2U0,0.0.0.0,0
248999,Q6PD74,0.0.0.0,0
249002,Q7Z5R6,0.0.0.0,0
249005,Q8IZY2,0.0.0.0,0
249006,O14678,0.0.0.0,0
249013,P11230,0.0.0.0,0
249015,P25100,0.0.0.0,0
249016,P18089,0.0.0.0,0
249017,Q9H2U9,0.0.0.0,0
249018,O75689,0.0.0.0,0
249020,Q15172,0.0.0.0,0
249025,Q676U5,0.0.0.0,0
249027,P20848,0.0.0.0,0
249028,O43741,0.0.0.0,0
249029,Q9UGJ0,0.0.0.0,0
249033,Q15825,0.0.0.0,0
249037,Q07001,0.0.0.0,0
249038,Q04844,0.0.0.0,0
249039,Q9NPB9,0.0.0.0,0
249043,P63267,0.0.0.0,0
249044,O43707,0.0.0.0,0
249045,P61163,0.0.0.0,0
249047,Q7Z4H4,0.0.0.0,0
249048,Q08117,0.0.0.0,0
249051,Q8N302,0.0.0.0,0
249055,P28222,0.0.0.0,0
249056,P28566,0.0.0.0,0
249058,Q70Z44,0.0.0.0,0
249060,P01011,0.0.0.0,0
249062,Q9NY61,0.0.0.0,0
249063,Q9BZC7,0.0.0.0,0
249064,O94911,0.0.0.0,0
249065,Q9NP58,0.0.0.0,0
249066,Q9NUT2,0.0.0.0,0
249067,Q9H172,0.0.0.0,0
249068,Q9H222,0.0.0.0,0
249072,Q5T8D3,0.0.0.0,0
249075,P30154,0.0.0.0,0
249076,P46098,0.0.0.0,0
249077,A5X5Y0,0.0.0.0,0
249079,P04217,0.0.0.0,0
249082,P05067,0.0.0.0,0
249086,Q13685,0.0.0.0,0
249089,Q09428,0.0.0.0,0
249090,P28288,0.0.0.0,0
249091,Q9H221,0.0.0.0,0
249092,Q9NYB9,0.0.0.0,0
249094,O14639,0.0.0.0,0
249095,Q6H8Q1,0.0.0.0,0
249096,O94929,0.0.0.0,0
249098,Q9Y615,0.0.0.0,0
249102,P51826,0.0.0.0,0
249103,Q9UHB7,0.0.0.0,0
249104,Q9UPQ3,0.0.0.0,0
249110,Q9UKB5,0.0.0.0,0
249112,Q9UKA4,0.0.0.0,0
249113,Q02952,0.0.0.0,0
249116,Q96B36,0.0.0.0,0
249127,Q9P2R3,0.0.0.0,0
249129,Q9Y5C1,0.0.0.0,0
249130,O15123,0.0.0.0,0
249131,P01019,0.0.0.0,0
249135,Q9HCE9,0.0.0.0,0
249138,P27216,0.0.0.0,0
249142,Q9BXS5,0.0.0.0,0
249145,P61966,0.0.0.0,0
249150,O95704,0.0.0.0,0
249152,P02652,0.0.0.0,0
249154,P02655,0.0.0.0,0
249155,O14791,0.0.0.0,0
249161,Q9UKF5,0.0.0.0,0
249164,Q9Y2D8,0.0.0.0,0
249176,P52594,0.0.0.0,0
249186,Q4VCS5,0.0.0.0,0
249187,Q9C0C7,0.0.0.0,0
249188,P35612,0.0.0.0,0
249189,Q15848,0.0.0.0,0
249191,Q9BY15,0.0.0.0,0
249199,O43823,0.0.0.0,0
249202,Q12802,0.0.0.0,0
249208,Q5JTC6,0.0.0.0,0
249210,Q9BXJ7,0.0.0.0,0
249211,Q9BY76,0.0.0.0,0
249214,Q86XL3,0.0.0.0,0
249215,Q15327,0.0.0.0,0
249216,Q9GZV1,0.0.0.0,0
249217,O75179,0.0.0.0,0
249218,O15084,0.0.0.0,0
249219,Q8N9V6,0.0.0.0,0
249220,Q8N8V4,0.0.0.0,0
249222,Q9H6X2,0.0.0.0,0
249223,P09525,0.0.0.0,0
249227,Q63HQ0,0.0.0.0,0
249228,O75843,0.0.0.0,0
249229,Q9Y6Q5,0.0.0.0,0
249233,Q96CW1,0.0.0.0,0
249238,Q92572,0.0.0.0,0
249239,Q9Y6B7,0.0.0.0,0
249240,O00189,0.0.0.0,0
249241,O00213,0.0.0.0,0
249244,Q01718,0.0.0.0,0
249245,P68133,0.0.0.0,0
249247,Q5T7M4,0.0.0.0,0
249249,Q86V24,0.0.0.0,0
249250,P08588,0.0.0.0,0
249253,Q16186,0.0.0.0,0
249257,P42568,0.0.0.0,0
249258,P51825,0.0.0.0,0
249260,Q6ULP2,0.0.0.0,0
249267,Q8TD06,0.0.0.0,0
249269,O60241,0.0.0.0,0
249271,Q8N157,0.0.0.0,0
249275,Q12904,0.0.0.0,0
249276,O00170,0.0.0.0,0
249284,P08913,0.0.0.0,0
249285,P18825,0.0.0.0,0
249287,P35611,0.0.0.0,0
249289,O95994,0.0.0.0,0
249290,O60242,0.0.0.0,0
249291,Q6QNK2,0.0.0.0,0
249292,Q8IZP9,0.0.0.0,0
249297,Q9HBW9,0.0.0.0,0
249301,O95433,0.0.0.0,0
249310,P35858,0.0.0.0,0
249314,P13945,0.0.0.0,0
249324,P55008,0.0.0.0,0
249326,P24588,0.0.0.0,0
249342,Q13155,0.0.0.0,0
249343,Q16352,0.0.0.0,0
249345,Q9NZN9,0.0.0.0,0
249346,O43572,0.0.0.0,0
249347,O75969,0.0.0.0,0
249349,Q99996,0.0.0.0,0
249351,Q7Z591,0.0.0.0,0
249352,Q8N8R7,0.0.0.0,0
249358,Q8N6S4,0.0.0.0,0
249359,Q92688,0.0.0.0,0
249361,P16157,0.0.0.0,0
249362,Q9NW15,0.0.0.0,0
249364,A1A5B4,0.0.0.0,0
249375,Q13015,0.0.0.0,0
249384,Q9UL18,0.0.0.0,0
249389,Q86SQ3,0.0.0.0,0
249391,Q8IZF6,0.0.0.0,0
249395,Q9BQI0,0.0.0.0,0
249399,P07510,0.0.0.0,0
249400,O96019,0.0.0.0,0
249402,P42025,0.0.0.0,0
249403,O75078,0.0.0.0,0
249404,Q9Y3Q7,0.0.0.0,0
249405,O75077,0.0.0.0,0
249406,Q15847,0.0.0.0,0
249407,P35318,0.0.0.0,0
249409,P12235,0.0.0.0,0
249413,Q8TED9,0.0.0.0,0
249414,Q8N4X5,0.0.0.0,0
249415,P43652,0.0.0.0,0
249417,Q14246,0.0.0.0,0
249418,Q9UHX3,0.0.0.0,0
249419,Q9Y653,0.0.0.0,0
249420,Q86Y34,0.0.0.0,0
249421,O00253,0.0.0.0,0
249424,Q02040,0.0.0.0,0
249427,Q99490,0.0.0.0,0
249431,Q8IWK6,0.0.0.0,0
249437,Q9NWT8,0.0.0.0,0
249438,Q9ULX6,0.0.0.0,0
249439,P02768,0.0.0.0,0
249446,Q9NP70,0.0.0.0,0
249448,P02760,0.0.0.0,0
249449,Q99217,0.0.0.0,0
249450,Q8N7J2,0.0.0.0,0
249451,Q15389,0.0.0.0,0
249454,Q68DC2,0.0.0.0,0
249456,Q10567,0.0.0.0,0
249462,Q92870,0.0.0.0,0
249463,Q9H1A4,0.0.0.0,0
249467,Q9HDC9,0.0.0.0,0
249474,O95236,0.0.0.0,0
249478,Q96P48,0.0.0.0,0
249481,P55056,0.0.0.0,0
249482,O95445,0.0.0.0,0
249487,Q9Y2Y0,0.0.0.0,0
249488,O15143,0.0.0.0,0
249491,P84077,0.0.0.0,0
249492,P84085,0.0.0.0,0
249493,P62330,0.0.0.0,0
249497,Q8N6T3,0.0.0.0,0
249498,Q8N6H7,0.0.0.0,0
249500,P53365,0.0.0.0,0
249504,O15013,0.0.0.0,0
249505,Q5VV41,0.0.0.0,0
249506,Q5SW96,0.0.0.0,0
249507,Q03989,0.0.0.0,0
249508,P36404,0.0.0.0,0
249510,Q96C12,0.0.0.0,0
249511,Q9H8T0,0.0.0.0,0
249512,Q60I27,0.0.0.0,0
249524,Q8IZ07,0.0.0.0,0
249526,Q75V66,0.0.0.0,0
249527,Q6IWH7,0.0.0.0,0
249528,P12429,0.0.0.0,0
249530,O43747,0.0.0.0,0
249533,Q9Y2T2,0.0.0.0,0
249536,P60006,0.0.0.0,0
249538,Q9UJX5,0.0.0.0,0
249542,P02749,0.0.0.0,0
249544,P15514,0.0.0.0,0
249546,Q96NW4,0.0.0.0,0
249547,Q92625,0.0.0.0,0
249548,Q7Z6G8,0.0.0.0,0
249551,P56377,0.0.0.0,0
249553,P63010,0.0.0.0,0
249554,Q9UPM8,0.0.0.0,0
249555,Q9Y587,0.0.0.0,0
249556,Q96BI3,0.0.0.0,0
249559,Q3SXY8,0.0.0.0,0
249560,Q66PJ3,0.0.0.0,0
249566,Q9HCE6,0.0.0.0,0
249567,Q9NR81,0.0.0.0,0
249568,Q7Z628,0.0.0.0,0
249572,Q9H0F7,0.0.0.0,0
249573,Q8N2F6,0.0.0.0,0
249578,Q8TDY4,0.0.0.0,0
249579,Q8WXI3,0.0.0.0,0
249581,Q96DX5,0.0.0.0,0
249589,O76027,0.0.0.0,0
249592,Q9H0R1,0.0.0.0,0
249593,Q9NUS5,0.0.0.0,0
249595,Q92624,0.0.0.0,0
249598,Q9BZZ5,0.0.0.0,0
249600,Q6Q788,0.0.0.0,0
249601,Q96PS8,0.0.0.0,0
249603,Q92482,0.0.0.0,0
249604,P49703,0.0.0.0,0
249605,Q9NVJ2,0.0.0.0,0
249606,P61160,0.0.0.0,0
249608,P61158,0.0.0.0,0
249609,Q9H9F9,0.0.0.0,0
249615,O15511,0.0.0.0,0
249621,P49418,0.0.0.0,0
249623,P10275,0.0.0.0,0
249625,Q8IWZ3,0.0.0.0,0
249626,Q9HCJ1,0.0.0.0,0
249629,Q6UB98,0.0.0.0,0
249630,Q86SG2,0.0.0.0,0
249633,P04083,0.0.0.0,0
249639,Q9NYG5,0.0.0.0,0
249640,Q8J025,0.0.0.0,0
249642,Q8IWT0,0.0.0.0,0
249646,P53367,0.0.0.0,0
249650,O15144,0.0.0.0,0
249653,Q02410,0.0.0.0,0
249654,Q99767,0.0.0.0,0
249655,O96018,0.0.0.0,0
249656,Q9UM13,0.0.0.0,0
249658,Q9UJX4,0.0.0.0,0
249659,O95996,0.0.0.0,0
249660,Q8WW43,0.0.0.0,0
249662,P02647,0.0.0.0,0
249664,P06727,0.0.0.0,0
249665,Q0VD83,0.0.0.0,0
249666,P02654,0.0.0.0,0
249667,P02656,0.0.0.0,0
249668,P02649,0.0.0.0,0
249671,Q13794,0.0.0.0,0
249673,P41181,0.0.0.0,0
249674,O14520,0.0.0.0,0
249676,Q15041,0.0.0.0,0
249681,P61204,0.0.0.0,0
249685,Q86VW2,0.0.0.0,0
249686,Q8NFD5,0.0.0.0,0
249690,Q4KMQ2,0.0.0.0,0
249692,Q6UB99,0.0.0.0,0
249693,P01008,0.0.0.0,0
249695,P58335,0.0.0.0,0
249697,P50995,0.0.0.0,0
249698,P07355,0.0.0.0,0
249700,P20073,0.0.0.0,0
249704,Q9UJX3,0.0.0.0,0
249705,P25054,0.0.0.0,0
249707,P05090,0.0.0.0,0
249709,O43315,0.0.0.0,0
249712,Q68CP9,0.0.0.0,0
249714,P27540,0.0.0.0,0
249717,Q9Y2J4,0.0.0.0,0
249718,P30533,0.0.0.0,0
249720,Q9UJX6,0.0.0.0,0
249721,Q96K21,0.0.0.0,0
249722,P16860,0.0.0.0,0
249723,Q6UXH0,0.0.0.0,0
249725,Q9BYT9,0.0.0.0,0
249727,P53680,0.0.0.0,0
249728,O14617,0.0.0.0,0
249731,O43299,0.0.0.0,0
249737,Q96B67,0.0.0.0,0
249739,Q13625,0.0.0.0,0
249741,Q9UN42,0.0.0.0,0
249742,Q96QE3,0.0.0.0,0
249749,P03928,0.0.0.0,0
249752,P18850,0.0.0.0,0
249753,Q2TAZ0,0.0.0.0,0
249756,Q8N6G6,0.0.0.0,0
249759,O75882,0.0.0.0,0
249764,Q96QS3,0.0.0.0,0
249765,Q9H1I8,0.0.0.0,0
249771,Q14CW9,0.0.0.0,0
249772,O75143,0.0.0.0,0
249779,Q86TH1,0.0.0.0,0
249780,O43313,0.0.0.0,0
249782,O15145,0.0.0.0,0
249785,Q96KQ4,0.0.0.0,0
249793,P54259,0.0.0.0,0
249794,P54710,0.0.0.0,0
249795,P25705,0.0.0.0,0
249797,Q7Z6K5,0.0.0.0,0
249800,Q96Q27,0.0.0.0,0
249801,Q9ULZ3,0.0.0.0,0
249802,Q9NVP2,0.0.0.0,0
249803,Q9UBL3,0.0.0.0,0
249806,P48201,0.0.0.0,0
249812,O95352,0.0.0.0,0
249813,Q674R7,0.0.0.0,0
249822,P56211,0.0.0.0,0
249825,P36575,0.0.0.0,0
249829,Q9BZE9,0.0.0.0,0
249830,O75129,0.0.0.0,0
249831,P54709,0.0.0.0,0
249832,P24539,0.0.0.0,0
249833,Q06055,0.0.0.0,0
249834,Q9ULI0,0.0.0.0,0
249836,Q9Y2D1,0.0.0.0,0
249837,Q99941,0.0.0.0,0
249838,O94817,0.0.0.0,0
249842,Q86WX3,0.0.0.0,0
249844,Q9H981,0.0.0.0,0
249847,P59998,0.0.0.0,0
249850,Q9Y574,0.0.0.0,0
249851,Q8N9N2,0.0.0.0,0
249857,P05026,0.0.0.0,0
249858,P14415,0.0.0.0,0
249859,P18847,0.0.0.0,0
249862,P82987,0.0.0.0,0
249865,Q96LR9,0.0.0.0,0
249872,Q92974,0.0.0.0,0
249873,Q12774,0.0.0.0,0
249874,Q14155,0.0.0.0,0
249876,O14497,0.0.0.0,0
249877,Q4LE39,0.0.0.0,0
249878,P40617,0.0.0.0,0
249880,Q96BM9,0.0.0.0,0
249881,Q5T2S8,0.0.0.0,0
249885,O00192,0.0.0.0,0
249890,Q96FT7,0.0.0.0,0
249891,Q92888,0.0.0.0,0
249892,Q6ZSZ5,0.0.0.0,0
249893,Q96DR7,0.0.0.0,0
249894,Q99856,0.0.0.0,0
249895,Q8IVW6,0.0.0.0,0
249896,P40616,0.0.0.0,0
249906,P32121,0.0.0.0,0
249908,P07306,0.0.0.0,0
249909,P07307,0.0.0.0,0
249911,P78348,0.0.0.0,0
249914,P42127,0.0.0.0,0
249919,Q86WG3,0.0.0.0,0
249920,Q9NVI7,0.0.0.0,0
249930,P51164,0.0.0.0,0
249931,P18859,0.0.0.0,0
249936,Q9UBB4,0.0.0.0,0
249938,Q99700,0.0.0.0,0
249946,Q7L4P6,0.0.0.0,0
249950,Q6UY14,0.0.0.0,0
249953,O75947,0.0.0.0,0
249954,P00846,0.0.0.0,0
249959,O14977,0.0.0.0,0
249968,Q8N5M1,0.0.0.0,0
249970,P48047,0.0.0.0,0
249973,Q9UL15,0.0.0.0,0
249976,Q9NR55,0.0.0.0,0
249977,Q6RW13,0.0.0.0,0
249983,Q9HD36,0.0.0.0,0
249984,Q16548,0.0.0.0,0
249986,Q96Q91,0.0.0.0,0
249989,Q92934,0.0.0.0,0
249994,Q13145,0.0.0.0,0
249995,P51572,0.0.0.0,0
250001,Q9NWK9,0.0.0.0,0
250002,Q14457,0.0.0.0,0
250003,A8MW95,0.0.0.0,0
250005,Q5T5X7,0.0.0.0,0
250006,O76090,0.0.0.0,0
250011,Q7RTU4,0.0.0.0,0
250012,Q9UHR4,0.0.0.0,0
250013,P36542,0.0.0.0,0
250016,O43521,0.0.0.0,0
250017,Q9BZR8,0.0.0.0,0
250019,P02730,0.0.0.0,0
250022,P35613,0.0.0.0,0
250026,Q8N3I7,0.0.0.0,0
250029,O75815,0.0.0.0,0
250030,Q9H6U6,0.0.0.0,0
250031,P20749,0.0.0.0,0
250033,Q8N7W2,0.0.0.0,0
250035,Q8WWM7,0.0.0.0,0
250037,Q9Y2T1,0.0.0.0,0
250040,P61769,0.0.0.0,0
250046,Q8TAM1,0.0.0.0,0
250049,Q8IWZ6,0.0.0.0,0
250054,Q9NYF8,0.0.0.0,0
250055,Q5H9F3,0.0.0.0,0
250056,Q6W2J9,0.0.0.0,0
250063,P25440,0.0.0.0,0
250065,Q9ULD4,0.0.0.0,0
250071,Q9H0C5,0.0.0.0,0
250080,O75531,0.0.0.0,0
250081,Q99933,0.0.0.0,0
250082,O95817,0.0.0.0,0
250083,O14514,0.0.0.0,0
250085,P82251,0.0.0.0,0
250088,Q96PG8,0.0.0.0,0
250090,Q6ZW61,0.0.0.0,0
250093,O95999,0.0.0.0,0
250097,Q9BXY8,0.0.0.0,0
250101,O00499,0.0.0.0,0
250102,Q9UBW5,0.0.0.0,0
250103,Q9UL45,0.0.0.0,0
250105,Q8N4F0,0.0.0.0,0
250106,P17213,0.0.0.0,0
250109,O95696,0.0.0.0,0
250110,Q9H8M2,0.0.0.0,0
250114,Q8WXS3,0.0.0.0,0
250115,Q13829,0.0.0.0,0
250121,Q8NDB2,0.0.0.0,0
250124,Q9HBU1,0.0.0.0,0
250126,Q9NRL2,0.0.0.0,0
250127,Q9UIF8,0.0.0.0,0
250128,A8MTZ0,0.0.0.0,0
250129,Q8NFJ9,0.0.0.0,0
250130,Q96RK4,0.0.0.0,0
250133,Q9H165,0.0.0.0,0
250135,Q9P287,0.0.0.0,0
250138,Q9Y276,0.0.0.0,0
250139,Q8NFC6,0.0.0.0,0
250141,A6H8Y1,0.0.0.0,0
250144,Q9NYM9,0.0.0.0,0
250147,P55957,0.0.0.0,0
250150,Q8WXX7,0.0.0.0,0
250151,O15169,0.0.0.0,0
250156,Q8WZ19,0.0.0.0,0
250157,P46379,0.0.0.0,0
250158,Q8TBE0,0.0.0.0,0
250160,Q8N9N5,0.0.0.0,0
250163,O15155,0.0.0.0,0
250170,Q13323,0.0.0.0,0
250172,P78537,0.0.0.0,0
250173,P35226,0.0.0.0,0
250174,O95972,0.0.0.0,0
250178,Q9UQB8,0.0.0.0,0
250180,P41182,0.0.0.0,0
250181,O00512,0.0.0.0,0
250190,Q9Y6D6,0.0.0.0,0
250191,Q9Y6D5,0.0.0.0,0
250193,Q13075,0.0.0.0,0
250196,Q96LC9,0.0.0.0,0
250199,P12643,0.0.0.0,0
250202,Q12982,0.0.0.0,0
250204,Q53HL2,0.0.0.0,0
250205,Q8WXE1,0.0.0.0,0
250207,P0C7T5,0.0.0.0,0
250208,P54253,0.0.0.0,0
250212,Q9C0J9,0.0.0.0,0
250215,O15392,0.0.0.0,0
250217,Q8TDH9,0.0.0.0,0
250219,Q8WV28,0.0.0.0,0
250222,Q7Z5Y6,0.0.0.0,0
250223,Q9UMX3,0.0.0.0,0
250225,Q7L3V2,0.0.0.0,0
250226,Q6PGQ7,0.0.0.0,0
250227,Q9UKI2,0.0.0.0,0
250232,Q8TDL5,0.0.0.0,0
250234,Q9NPI1,0.0.0.0,0
250240,Q6P1N0,0.0.0.0,0
250241,Q16581,0.0.0.0,0
250243,Q5VWT5,0.0.0.0,0
250245,Q96A70,0.0.0.0,0
250246,P50895,0.0.0.0,0
250248,Q00994,0.0.0.0,0
250249,Q9NZS9,0.0.0.0,0
250252,O14503,0.0.0.0,0
250253,P55061,0.0.0.0,0
250254,Q9H694,0.0.0.0,0
250255,Q8TD16,0.0.0.0,0
250259,Q96P09,0.0.0.0,0
250262,Q969J3,0.0.0.0,0
250265,Q00587,0.0.0.0,0
250266,Q9NP55,0.0.0.0,0
250269,O60885,0.0.0.0,0
250270,Q9H0E9,0.0.0.0,0
250273,Q96G97,0.0.0.0,0
250282,P02747,0.0.0.0,0
250284,Q9P2K1,0.0.0.0,0
250302,P02745,0.0.0.0,0
250303,P02746,0.0.0.0,0
250308,O75952,0.0.0.0,0
250309,Q13936,0.0.0.0,0
250311,O60840,0.0.0.0,0
250312,Q9P0X4,0.0.0.0,0
250315,P54284,0.0.0.0,0
250317,Q9P1Z2,0.0.0.0,0
250318,P55291,0.0.0.0,0
250323,P22223,0.0.0.0,0
250327,Q6IMN6,0.0.0.0,0
250328,Q9NXV6,0.0.0.0,0
250329,Q6F5E8,0.0.0.0,0
250331,P47710,0.0.0.0,0
250333,Q9NQ75,0.0.0.0,0
250337,Q07817,0.0.0.0,0
250338,Q92843,0.0.0.0,0
250339,Q9BXK5,0.0.0.0,0
250343,P04920,0.0.0.0,0
250344,Q9NWV8,0.0.0.0,0
250346,Q6ZNE5,0.0.0.0,0
250347,Q16611,0.0.0.0,0
250348,P80723,0.0.0.0,0
250349,Q9BXC9,0.0.0.0,0
250353,Q96G01,0.0.0.0,0
250359,Q8WYA1,0.0.0.0,0
250360,Q9HAW0,0.0.0.0,0
250364,O00481,0.0.0.0,0
250365,Q7Z6A9,0.0.0.0,0
250370,O95971,0.0.0.0,0
250372,Q86VB7,0.0.0.0,0
250374,Q13901,0.0.0.0,0
250375,Q96EU7,0.0.0.0,0
250377,O14523,0.0.0.0,0
250379,Q6QNY1,0.0.0.0,0
250387,Q01954,0.0.0.0,0
250391,Q9H3K6,0.0.0.0,0
250392,Q14137,0.0.0.0,0
250393,Q9H3Q1,0.0.0.0,0
250398,Q96DR5,0.0.0.0,0
250400,Q6PJG6,0.0.0.0,0
250404,P32247,0.0.0.0,0
250405,Q9NSI6,0.0.0.0,0
250406,Q8WZ55,0.0.0.0,0
250414,Q9BXJ1,0.0.0.0,0
250416,Q9NRR3,0.0.0.0,0
250417,Q9Y5P4,0.0.0.0,0
250419,P54289,0.0.0.0,0
250421,Q9BRK5,0.0.0.0,0
250423,Q9NZT1,0.0.0.0,0
250425,Q96L12,0.0.0.0,0
250426,Q16602,0.0.0.0,0
250428,Q9NYX4,0.0.0.0,0
250433,P12645,0.0.0.0,0
250434,P22003,0.0.0.0,0
250437,Q12983,0.0.0.0,0
250443,Q9NXR7,0.0.0.0,0
250446,Q9HCU9,0.0.0.0,0
250447,P55201,0.0.0.0,0
250449,Q13410,0.0.0.0,0
250450,Q6UX41,0.0.0.0,0
