Protein UniProt Acc.,EC Number,isEnzyme
Q9P2L0,0.0.0.0,0
Q14508,0.0.0.0,0
O76024,0.0.0.0,0
P23025,0.0.0.0,0
P55060,0.0.0.0,0
Q9HAV4,0.0.0.0,0
Q9UBH6,0.0.0.0,0
Q6P2D8,0.0.0.0,0
O75691,0.0.0.0,0
Q9BRU9,0.0.0.0,0
P46939,0.0.0.0,0
Q9UBK9,0.0.0.0,0
P11473,0.0.0.0,0
Q8N3P4,0.0.0.0,0
Q8TAG5,0.0.0.0,0
Q6GPH4,0.0.0.0,0
P17861,0.0.0.0,0
P51811,0.0.0.0,0
Q9UIA9,0.0.0.0,0
P12018,0.0.0.0,0
Q9NP79,0.0.0.0,0
Q96AJ9,0.0.0.0,0
P04004,0.0.0.0,0
O00401,0.0.0.0,0
Q6UXN9,0.0.0.0,0
Q9BRX9,0.0.0.0,0
Q8TF74,0.0.0.0,0
Q5MNZ9,0.0.0.0,0
Q9UBV4,0.0.0.0,0
P47992,0.0.0.0,0
O15537,0.0.0.0,0
Q96QU8,0.0.0.0,0
O43543,0.0.0.0,0
Q13488,0.0.0.0,0
Q96QK1,0.0.0.0,0
Q6UX27,0.0.0.0,0
Q9Y4E1,0.0.0.0,0
Q9GZL7,0.0.0.0,0
Q9C0J8,0.0.0.0,0
Q5JSH3,0.0.0.0,0
Q9NNW5,0.0.0.0,0
P19544,0.0.0.0,0
Q6AWC2,0.0.0.0,0
Q9GZV5,0.0.0.0,0
P78423,0.0.0.0,0
Q702N8,0.0.0.0,0
Q86UX7,0.0.0.0,0
Q8N6Y0,0.0.0.0,0
P52735,0.0.0.0,0
P21796,0.0.0.0,0
O60504,0.0.0.0,0
Q9Y279,0.0.0.0,0
Q8IWB7,0.0.0.0,0
Q8IZQ1,0.0.0.0,0
Q8TBZ3,0.0.0.0,0
Q8NI36,0.0.0.0,0
P30518,0.0.0.0,0
Q86V25,0.0.0.0,0
P36543,0.0.0.0,0
P09327,0.0.0.0,0
Q96GC9,0.0.0.0,0
Q86XT2,0.0.0.0,0
Q9BRG1,0.0.0.0,0
Q86VN1,0.0.0.0,0
Q5VIR6,0.0.0.0,0
Q15906,0.0.0.0,0
Q8IV63,0.0.0.0,0
Q9BUR4,0.0.0.0,0
Q9UK41,0.0.0.0,0
Q96JC1,0.0.0.0,0
Q9P1Q0,0.0.0.0,0
Q5GFL6,0.0.0.0,0
P04275,0.0.0.0,0
Q8WVS4,0.0.0.0,0
O43516,0.0.0.0,0
P41587,0.0.0.0,0
Q9NZR4,0.0.0.0,0
P02774,0.0.0.0,0
Q9BZH6,0.0.0.0,0
O43379,0.0.0.0,0
O95388,0.0.0.0,0
O76076,0.0.0.0,0
P09544,0.0.0.0,0
P56703,0.0.0.0,0
Q9UPY5,0.0.0.0,0
O14980,0.0.0.0,0
Q3ZAQ7,0.0.0.0,0
Q709C8,0.0.0.0,0
Q9UBQ0,0.0.0.0,0
Q9Y6W5,0.0.0.0,0
P42768,0.0.0.0,0
Q9GZT5,0.0.0.0,0
Q9Y6I7,0.0.0.0,0
O43915,0.0.0.0,0
P08670,0.0.0.0,0
Q69YN4,0.0.0.0,0
Q96AW1,0.0.0.0,0
Q9H267,0.0.0.0,0
Q8NEZ2,0.0.0.0,0
Q9P253,0.0.0.0,0
Q9Y3C0,0.0.0.0,0
Q2M389,0.0.0.0,0
A8K0Z3,0.0.0.0,0
Q8NEZ3,0.0.0.0,0
Q9H7D7,0.0.0.0,0
P57081,0.0.0.0,0
Q9GZS3,0.0.0.0,0
P56705,0.0.0.0,0
P98155,0.0.0.0,0
A5D8V6,0.0.0.0,0
Q9H270,0.0.0.0,0
P49754,0.0.0.0,0
Q8N1B4,0.0.0.0,0
Q9UEU0,0.0.0.0,0
Q7Z5K2,0.0.0.0,0
Q8TAF3,0.0.0.0,0
A4UGR9,0.0.0.0,0
Q9P2S5,0.0.0.0,0
O43592,0.0.0.0,0
Q13426,0.0.0.0,0
O75695,0.0.0.0,0
Q5T9L3,0.0.0.0,0
O43542,0.0.0.0,0
P46937,0.0.0.0,0
P67809,0.0.0.0,0
P11171,0.0.0.0,0
Q13541,0.0.0.0,0
P08195,0.0.0.0,0
P41595,0.0.0.0,0
P0DMS8,0.0.0.0,0
Q9NRG9,0.0.0.0,0
Q15027,0.0.0.0,0
O00400,0.0.0.0,0
P07108,0.0.0.0,0
P32297,0.0.0.0,0
P30532,0.0.0.0,0
Q9UKV3,0.0.0.0,0
P20309,0.0.0.0,0
P60709,0.0.0.0,0
P35609,0.0.0.0,0
P62258,0.0.0.0,0
P27348,0.0.0.0,0
P78314,0.0.0.0,0
P54619,0.0.0.0,0
Q86UK0,0.0.0.0,0
P61221,0.0.0.0,0
P45844,0.0.0.0,0
Q9P2A4,0.0.0.0,0
O00590,0.0.0.0,0
P11229,0.0.0.0,0
P35348,0.0.0.0,0
Q16537,0.0.0.0,0
Q00005,0.0.0.0,0
P08697,0.0.0.0,0
Q9UGM1,0.0.0.0,0
P30926,0.0.0.0,0
Q16570,0.0.0.0,0
P25106,0.0.0.0,0
P08172,0.0.0.0,0
Q99965,0.0.0.0,0
P31946,0.0.0.0,0
P31947,0.0.0.0,0
P30153,0.0.0.0,0
P08908,0.0.0.0,0
Q9UGI9,0.0.0.0,0
Q99758,0.0.0.0,0
Q8WWZ7,0.0.0.0,0
Q9NP78,0.0.0.0,0
O95342,0.0.0.0,0
O60706,0.0.0.0,0
Q96J66,0.0.0.0,0
Q8NE71,0.0.0.0,0
Q969K4,0.0.0.0,0
Q13362,0.0.0.0,0
O60239,0.0.0.0,0
Q9NRA8,0.0.0.0,0
P30939,0.0.0.0,0
O95264,0.0.0.0,0
P01023,0.0.0.0,0
Q9NS82,0.0.0.0,0
Q9Y478,0.0.0.0,0
O75027,0.0.0.0,0
Q9NRK6,0.0.0.0,0
P33897,0.0.0.0,0
Q9UBJ2,0.0.0.0,0
Q9UNQ0,0.0.0.0,0
P02763,0.0.0.0,0
P02750,0.0.0.0,0
A8K2U0,0.0.0.0,0
Q6PD74,0.0.0.0,0
Q7Z5R6,0.0.0.0,0
Q8IZY2,0.0.0.0,0
O14678,0.0.0.0,0
P11230,0.0.0.0,0
P25100,0.0.0.0,0
P18089,0.0.0.0,0
Q9H2U9,0.0.0.0,0
O75689,0.0.0.0,0
Q15172,0.0.0.0,0
Q676U5,0.0.0.0,0
P20848,0.0.0.0,0
O43741,0.0.0.0,0
Q9UGJ0,0.0.0.0,0
Q15825,0.0.0.0,0
Q07001,0.0.0.0,0
Q04844,0.0.0.0,0
Q9NPB9,0.0.0.0,0
P63267,0.0.0.0,0
O43707,0.0.0.0,0
P61163,0.0.0.0,0
Q7Z4H4,0.0.0.0,0
Q08117,0.0.0.0,0
Q8N302,0.0.0.0,0
P28222,0.0.0.0,0
P28566,0.0.0.0,0
Q70Z44,0.0.0.0,0
P01011,0.0.0.0,0
Q9NY61,0.0.0.0,0
Q9BZC7,0.0.0.0,0
O94911,0.0.0.0,0
Q9NP58,0.0.0.0,0
Q9NUT2,0.0.0.0,0
Q9H172,0.0.0.0,0
Q9H222,0.0.0.0,0
Q5T8D3,0.0.0.0,0
P30154,0.0.0.0,0
P46098,0.0.0.0,0
A5X5Y0,0.0.0.0,0
P04217,0.0.0.0,0
P05067,0.0.0.0,0
Q13685,0.0.0.0,0
Q09428,0.0.0.0,0
P28288,0.0.0.0,0
Q9H221,0.0.0.0,0
Q9NYB9,0.0.0.0,0
O14639,0.0.0.0,0
Q6H8Q1,0.0.0.0,0
O94929,0.0.0.0,0
Q9Y615,0.0.0.0,0
P51826,0.0.0.0,0
Q9UHB7,0.0.0.0,0
Q9UPQ3,0.0.0.0,0
Q9UKB5,0.0.0.0,0
Q9UKA4,0.0.0.0,0
Q02952,0.0.0.0,0
Q96B36,0.0.0.0,0
Q9P2R3,0.0.0.0,0
Q9Y5C1,0.0.0.0,0
O15123,0.0.0.0,0
P01019,0.0.0.0,0
Q9HCE9,0.0.0.0,0
P27216,0.0.0.0,0
Q9BXS5,0.0.0.0,0
P61966,0.0.0.0,0
O95704,0.0.0.0,0
P02652,0.0.0.0,0
P02655,0.0.0.0,0
O14791,0.0.0.0,0
Q9UKF5,0.0.0.0,0
Q9Y2D8,0.0.0.0,0
P52594,0.0.0.0,0
Q4VCS5,0.0.0.0,0
Q9C0C7,0.0.0.0,0
P35612,0.0.0.0,0
Q15848,0.0.0.0,0
Q9BY15,0.0.0.0,0
O43823,0.0.0.0,0
Q12802,0.0.0.0,0
Q5JTC6,0.0.0.0,0
Q9BXJ7,0.0.0.0,0
Q9BY76,0.0.0.0,0
Q86XL3,0.0.0.0,0
Q15327,0.0.0.0,0
Q9GZV1,0.0.0.0,0
O75179,0.0.0.0,0
O15084,0.0.0.0,0
Q8N9V6,0.0.0.0,0
Q8N8V4,0.0.0.0,0
Q9H6X2,0.0.0.0,0
P09525,0.0.0.0,0
Q63HQ0,0.0.0.0,0
O75843,0.0.0.0,0
Q9Y6Q5,0.0.0.0,0
Q96CW1,0.0.0.0,0
Q92572,0.0.0.0,0
Q9Y6B7,0.0.0.0,0
O00189,0.0.0.0,0
O00213,0.0.0.0,0
Q01718,0.0.0.0,0
P68133,0.0.0.0,0
Q5T7M4,0.0.0.0,0
Q86V24,0.0.0.0,0
P08588,0.0.0.0,0
Q16186,0.0.0.0,0
P42568,0.0.0.0,0
P51825,0.0.0.0,0
Q6ULP2,0.0.0.0,0
Q8TD06,0.0.0.0,0
O60241,0.0.0.0,0
Q8N157,0.0.0.0,0
Q12904,0.0.0.0,0
O00170,0.0.0.0,0
P08913,0.0.0.0,0
P18825,0.0.0.0,0
P35611,0.0.0.0,0
O95994,0.0.0.0,0
O60242,0.0.0.0,0
Q6QNK2,0.0.0.0,0
Q8IZP9,0.0.0.0,0
Q9HBW9,0.0.0.0,0
O95433,0.0.0.0,0
P35858,0.0.0.0,0
P13945,0.0.0.0,0
P55008,0.0.0.0,0
P24588,0.0.0.0,0
Q13155,0.0.0.0,0
Q16352,0.0.0.0,0
Q9NZN9,0.0.0.0,0
O43572,0.0.0.0,0
O75969,0.0.0.0,0
Q99996,0.0.0.0,0
Q7Z591,0.0.0.0,0
Q8N8R7,0.0.0.0,0
Q8N6S4,0.0.0.0,0
Q92688,0.0.0.0,0
P16157,0.0.0.0,0
Q9NW15,0.0.0.0,0
A1A5B4,0.0.0.0,0
Q13015,0.0.0.0,0
Q9UL18,0.0.0.0,0
Q86SQ3,0.0.0.0,0
Q8IZF6,0.0.0.0,0
Q9BQI0,0.0.0.0,0
P07510,0.0.0.0,0
O96019,0.0.0.0,0
P42025,0.0.0.0,0
O75078,0.0.0.0,0
Q9Y3Q7,0.0.0.0,0
O75077,0.0.0.0,0
Q15847,0.0.0.0,0
P35318,0.0.0.0,0
P12235,0.0.0.0,0
Q8TED9,0.0.0.0,0
Q8N4X5,0.0.0.0,0
P43652,0.0.0.0,0
Q14246,0.0.0.0,0
Q9UHX3,0.0.0.0,0
Q9Y653,0.0.0.0,0
Q86Y34,0.0.0.0,0
O00253,0.0.0.0,0
Q02040,0.0.0.0,0
Q99490,0.0.0.0,0
Q8IWK6,0.0.0.0,0
Q9NWT8,0.0.0.0,0
Q9ULX6,0.0.0.0,0
P02768,0.0.0.0,0
Q9NP70,0.0.0.0,0
P02760,0.0.0.0,0
Q99217,0.0.0.0,0
Q8N7J2,0.0.0.0,0
Q15389,0.0.0.0,0
Q68DC2,0.0.0.0,0
Q10567,0.0.0.0,0
Q92870,0.0.0.0,0
Q9H1A4,0.0.0.0,0
Q9HDC9,0.0.0.0,0
O95236,0.0.0.0,0
Q96P48,0.0.0.0,0
P55056,0.0.0.0,0
O95445,0.0.0.0,0
Q9Y2Y0,0.0.0.0,0
O15143,0.0.0.0,0
P84077,0.0.0.0,0
P84085,0.0.0.0,0
P62330,0.0.0.0,0
Q8N6T3,0.0.0.0,0
Q8N6H7,0.0.0.0,0
P53365,0.0.0.0,0
O15013,0.0.0.0,0
Q5VV41,0.0.0.0,0
Q5SW96,0.0.0.0,0
Q03989,0.0.0.0,0
P36404,0.0.0.0,0
Q96C12,0.0.0.0,0
Q9H8T0,0.0.0.0,0
Q60I27,0.0.0.0,0
Q8IZ07,0.0.0.0,0
Q75V66,0.0.0.0,0
Q6IWH7,0.0.0.0,0
P12429,0.0.0.0,0
O43747,0.0.0.0,0
Q9Y2T2,0.0.0.0,0
P60006,0.0.0.0,0
Q9UJX5,0.0.0.0,0
P02749,0.0.0.0,0
P15514,0.0.0.0,0
Q96NW4,0.0.0.0,0
Q92625,0.0.0.0,0
Q7Z6G8,0.0.0.0,0
P56377,0.0.0.0,0
P63010,0.0.0.0,0
Q9UPM8,0.0.0.0,0
Q9Y587,0.0.0.0,0
Q96BI3,0.0.0.0,0
Q3SXY8,0.0.0.0,0
Q66PJ3,0.0.0.0,0
Q9HCE6,0.0.0.0,0
Q9NR81,0.0.0.0,0
Q7Z628,0.0.0.0,0
Q9H0F7,0.0.0.0,0
Q8N2F6,0.0.0.0,0
Q8TDY4,0.0.0.0,0
Q8WXI3,0.0.0.0,0
Q96DX5,0.0.0.0,0
O76027,0.0.0.0,0
Q9H0R1,0.0.0.0,0
Q9NUS5,0.0.0.0,0
Q92624,0.0.0.0,0
Q9BZZ5,0.0.0.0,0
Q6Q788,0.0.0.0,0
Q96PS8,0.0.0.0,0
Q92482,0.0.0.0,0
P49703,0.0.0.0,0
Q9NVJ2,0.0.0.0,0
P61160,0.0.0.0,0
P61158,0.0.0.0,0
Q9H9F9,0.0.0.0,0
O15511,0.0.0.0,0
P49418,0.0.0.0,0
P10275,0.0.0.0,0
Q8IWZ3,0.0.0.0,0
Q9HCJ1,0.0.0.0,0
Q6UB98,0.0.0.0,0
Q86SG2,0.0.0.0,0
P04083,0.0.0.0,0
Q9NYG5,0.0.0.0,0
Q8J025,0.0.0.0,0
Q8IWT0,0.0.0.0,0
P53367,0.0.0.0,0
O15144,0.0.0.0,0
Q02410,0.0.0.0,0
Q99767,0.0.0.0,0
O96018,0.0.0.0,0
Q9UM13,0.0.0.0,0
Q9UJX4,0.0.0.0,0
O95996,0.0.0.0,0
Q8WW43,0.0.0.0,0
P02647,0.0.0.0,0
P06727,0.0.0.0,0
Q0VD83,0.0.0.0,0
P02654,0.0.0.0,0
P02656,0.0.0.0,0
P02649,0.0.0.0,0
Q13794,0.0.0.0,0
P41181,0.0.0.0,0
O14520,0.0.0.0,0
Q15041,0.0.0.0,0
P61204,0.0.0.0,0
Q86VW2,0.0.0.0,0
Q8NFD5,0.0.0.0,0
Q4KMQ2,0.0.0.0,0
Q6UB99,0.0.0.0,0
P01008,0.0.0.0,0
P58335,0.0.0.0,0
P50995,0.0.0.0,0
P07355,0.0.0.0,0
P20073,0.0.0.0,0
Q9UJX3,0.0.0.0,0
P25054,0.0.0.0,0
P05090,0.0.0.0,0
O43315,0.0.0.0,0
Q68CP9,0.0.0.0,0
P27540,0.0.0.0,0
Q9Y2J4,0.0.0.0,0
P30533,0.0.0.0,0
Q9UJX6,0.0.0.0,0
Q96K21,0.0.0.0,0
P16860,0.0.0.0,0
Q6UXH0,0.0.0.0,0
Q9BYT9,0.0.0.0,0
P53680,0.0.0.0,0
O14617,0.0.0.0,0
O43299,0.0.0.0,0
Q96B67,0.0.0.0,0
Q13625,0.0.0.0,0
Q9UN42,0.0.0.0,0
Q96QE3,0.0.0.0,0
P03928,0.0.0.0,0
P18850,0.0.0.0,0
Q2TAZ0,0.0.0.0,0
Q8N6G6,0.0.0.0,0
O75882,0.0.0.0,0
Q96QS3,0.0.0.0,0
Q9H1I8,0.0.0.0,0
Q14CW9,0.0.0.0,0
O75143,0.0.0.0,0
Q86TH1,0.0.0.0,0
O43313,0.0.0.0,0
O15145,0.0.0.0,0
Q96KQ4,0.0.0.0,0
P54259,0.0.0.0,0
P54710,0.0.0.0,0
P25705,0.0.0.0,0
Q7Z6K5,0.0.0.0,0
Q96Q27,0.0.0.0,0
Q9ULZ3,0.0.0.0,0
Q9NVP2,0.0.0.0,0
Q9UBL3,0.0.0.0,0
P48201,0.0.0.0,0
O95352,0.0.0.0,0
Q674R7,0.0.0.0,0
P56211,0.0.0.0,0
P36575,0.0.0.0,0
Q9BZE9,0.0.0.0,0
O75129,0.0.0.0,0
P54709,0.0.0.0,0
P24539,0.0.0.0,0
Q06055,0.0.0.0,0
Q9ULI0,0.0.0.0,0
Q9Y2D1,0.0.0.0,0
Q99941,0.0.0.0,0
O94817,0.0.0.0,0
Q86WX3,0.0.0.0,0
Q9H981,0.0.0.0,0
P59998,0.0.0.0,0
Q9Y574,0.0.0.0,0
Q8N9N2,0.0.0.0,0
P05026,0.0.0.0,0
P14415,0.0.0.0,0
P18847,0.0.0.0,0
P82987,0.0.0.0,0
Q96LR9,0.0.0.0,0
Q92974,0.0.0.0,0
Q12774,0.0.0.0,0
Q14155,0.0.0.0,0
O14497,0.0.0.0,0
Q4LE39,0.0.0.0,0
P40617,0.0.0.0,0
Q96BM9,0.0.0.0,0
Q5T2S8,0.0.0.0,0
O00192,0.0.0.0,0
Q96FT7,0.0.0.0,0
Q92888,0.0.0.0,0
Q6ZSZ5,0.0.0.0,0
Q96DR7,0.0.0.0,0
Q99856,0.0.0.0,0
Q8IVW6,0.0.0.0,0
P40616,0.0.0.0,0
P32121,0.0.0.0,0
P07306,0.0.0.0,0
P07307,0.0.0.0,0
P78348,0.0.0.0,0
P42127,0.0.0.0,0
Q86WG3,0.0.0.0,0
Q9NVI7,0.0.0.0,0
P51164,0.0.0.0,0
P18859,0.0.0.0,0
Q9UBB4,0.0.0.0,0
Q99700,0.0.0.0,0
Q7L4P6,0.0.0.0,0
Q6UY14,0.0.0.0,0
O75947,0.0.0.0,0
P00846,0.0.0.0,0
O14977,0.0.0.0,0
Q8N5M1,0.0.0.0,0
P48047,0.0.0.0,0
Q9UL15,0.0.0.0,0
Q9NR55,0.0.0.0,0
Q6RW13,0.0.0.0,0
Q9HD36,0.0.0.0,0
Q16548,0.0.0.0,0
Q96Q91,0.0.0.0,0
Q92934,0.0.0.0,0
Q13145,0.0.0.0,0
P51572,0.0.0.0,0
Q9NWK9,0.0.0.0,0
Q14457,0.0.0.0,0
A8MW95,0.0.0.0,0
Q5T5X7,0.0.0.0,0
O76090,0.0.0.0,0
Q7RTU4,0.0.0.0,0
Q9UHR4,0.0.0.0,0
P36542,0.0.0.0,0
O43521,0.0.0.0,0
Q9BZR8,0.0.0.0,0
P02730,0.0.0.0,0
P35613,0.0.0.0,0
Q8N3I7,0.0.0.0,0
O75815,0.0.0.0,0
Q9H6U6,0.0.0.0,0
P20749,0.0.0.0,0
Q8N7W2,0.0.0.0,0
Q8WWM7,0.0.0.0,0
Q9Y2T1,0.0.0.0,0
P61769,0.0.0.0,0
Q8TAM1,0.0.0.0,0
Q8IWZ6,0.0.0.0,0
Q9NYF8,0.0.0.0,0
Q5H9F3,0.0.0.0,0
Q6W2J9,0.0.0.0,0
P25440,0.0.0.0,0
Q9ULD4,0.0.0.0,0
Q9H0C5,0.0.0.0,0
O75531,0.0.0.0,0
Q99933,0.0.0.0,0
O95817,0.0.0.0,0
O14514,0.0.0.0,0
P82251,0.0.0.0,0
Q96PG8,0.0.0.0,0
Q6ZW61,0.0.0.0,0
O95999,0.0.0.0,0
Q9BXY8,0.0.0.0,0
O00499,0.0.0.0,0
Q9UBW5,0.0.0.0,0
Q9UL45,0.0.0.0,0
Q8N4F0,0.0.0.0,0
P17213,0.0.0.0,0
O95696,0.0.0.0,0
Q9H8M2,0.0.0.0,0
Q8WXS3,0.0.0.0,0
Q13829,0.0.0.0,0
Q8NDB2,0.0.0.0,0
Q9HBU1,0.0.0.0,0
Q9NRL2,0.0.0.0,0
Q9UIF8,0.0.0.0,0
A8MTZ0,0.0.0.0,0
Q8NFJ9,0.0.0.0,0
Q96RK4,0.0.0.0,0
Q9H165,0.0.0.0,0
Q9P287,0.0.0.0,0
Q9Y276,0.0.0.0,0
Q8NFC6,0.0.0.0,0
A6H8Y1,0.0.0.0,0
Q9NYM9,0.0.0.0,0
P55957,0.0.0.0,0
Q8WXX7,0.0.0.0,0
O15169,0.0.0.0,0
Q8WZ19,0.0.0.0,0
P46379,0.0.0.0,0
Q8TBE0,0.0.0.0,0
Q8N9N5,0.0.0.0,0
O15155,0.0.0.0,0
Q13323,0.0.0.0,0
P78537,0.0.0.0,0
P35226,0.0.0.0,0
O95972,0.0.0.0,0
Q9UQB8,0.0.0.0,0
P41182,0.0.0.0,0
O00512,0.0.0.0,0
Q9Y6D6,0.0.0.0,0
Q9Y6D5,0.0.0.0,0
Q13075,0.0.0.0,0
Q96LC9,0.0.0.0,0
P12643,0.0.0.0,0
Q12982,0.0.0.0,0
Q53HL2,0.0.0.0,0
Q8WXE1,0.0.0.0,0
P0C7T5,0.0.0.0,0
P54253,0.0.0.0,0
Q9C0J9,0.0.0.0,0
O15392,0.0.0.0,0
Q8TDH9,0.0.0.0,0
Q8WV28,0.0.0.0,0
Q7Z5Y6,0.0.0.0,0
Q9UMX3,0.0.0.0,0
Q7L3V2,0.0.0.0,0
Q6PGQ7,0.0.0.0,0
Q9UKI2,0.0.0.0,0
Q8TDL5,0.0.0.0,0
Q9NPI1,0.0.0.0,0
Q6P1N0,0.0.0.0,0
Q16581,0.0.0.0,0
Q5VWT5,0.0.0.0,0
Q96A70,0.0.0.0,0
P50895,0.0.0.0,0
Q00994,0.0.0.0,0
Q9NZS9,0.0.0.0,0
O14503,0.0.0.0,0
P55061,0.0.0.0,0
Q9H694,0.0.0.0,0
Q8TD16,0.0.0.0,0
Q96P09,0.0.0.0,0
Q969J3,0.0.0.0,0
Q00587,0.0.0.0,0
Q9NP55,0.0.0.0,0
O60885,0.0.0.0,0
Q9H0E9,0.0.0.0,0
Q96G97,0.0.0.0,0
P02747,0.0.0.0,0
Q9P2K1,0.0.0.0,0
P02745,0.0.0.0,0
P02746,0.0.0.0,0
O75952,0.0.0.0,0
Q13936,0.0.0.0,0
O60840,0.0.0.0,0
Q9P0X4,0.0.0.0,0
P54284,0.0.0.0,0
Q9P1Z2,0.0.0.0,0
P55291,0.0.0.0,0
P22223,0.0.0.0,0
Q6IMN6,0.0.0.0,0
Q9NXV6,0.0.0.0,0
Q6F5E8,0.0.0.0,0
P47710,0.0.0.0,0
Q9NQ75,0.0.0.0,0
Q07817,0.0.0.0,0
Q92843,0.0.0.0,0
Q9BXK5,0.0.0.0,0
P04920,0.0.0.0,0
Q9NWV8,0.0.0.0,0
Q6ZNE5,0.0.0.0,0
Q16611,0.0.0.0,0
P80723,0.0.0.0,0
Q9BXC9,0.0.0.0,0
Q96G01,0.0.0.0,0
Q8WYA1,0.0.0.0,0
Q9HAW0,0.0.0.0,0
O00481,0.0.0.0,0
Q7Z6A9,0.0.0.0,0
O95971,0.0.0.0,0
Q86VB7,0.0.0.0,0
Q13901,0.0.0.0,0
Q96EU7,0.0.0.0,0
O14523,0.0.0.0,0
Q6QNY1,0.0.0.0,0
Q01954,0.0.0.0,0
Q9H3K6,0.0.0.0,0
Q14137,0.0.0.0,0
Q9H3Q1,0.0.0.0,0
Q96DR5,0.0.0.0,0
Q6PJG6,0.0.0.0,0
P32247,0.0.0.0,0
Q9NSI6,0.0.0.0,0
Q8WZ55,0.0.0.0,0
Q9BXJ1,0.0.0.0,0
Q9NRR3,0.0.0.0,0
Q9Y5P4,0.0.0.0,0
P54289,0.0.0.0,0
Q9BRK5,0.0.0.0,0
Q9NZT1,0.0.0.0,0
Q96L12,0.0.0.0,0
Q16602,0.0.0.0,0
Q9NYX4,0.0.0.0,0
P12645,0.0.0.0,0
P22003,0.0.0.0,0
Q12983,0.0.0.0,0
Q9NXR7,0.0.0.0,0
Q9HCU9,0.0.0.0,0
P55201,0.0.0.0,0
Q13410,0.0.0.0,0
Q6UX41,0.0.0.0,0
Q9NX04,0.0.0.0,0
Q8TAB5,0.0.0.0,0
O95180,0.0.0.0,0
Q86Y37,0.0.0.0,0
P55287,0.0.0.0,0
P55290,0.0.0.0,0
Q05682,0.0.0.0,0
P46663,0.0.0.0,0
Q07021,0.0.0.0,0
Q86YS7,0.0.0.0,0
Q9NRR8,0.0.0.0,0
P12830,0.0.0.0,0
P55285,0.0.0.0,0
Q12830,0.0.0.0,0
Q8WUW1,0.0.0.0,0
Q10589,0.0.0.0,0
P78410,0.0.0.0,0
P20290,0.0.0.0,0
P62324,0.0.0.0,0
P78543,0.0.0.0,0
O43684,0.0.0.0,0
Q5T0F9,0.0.0.0,0
Q7Z3S7,0.0.0.0,0
Q9NPB3,0.0.0.0,0
P33151,0.0.0.0,0
Q8N3J6,0.0.0.0,0
P49069,0.0.0.0,0
Q9P1Y5,0.0.0.0,0
P49913,0.0.0.0,0
Q16568,0.0.0.0,0
P07498,0.0.0.0,0
Q9H257,0.0.0.0,0
Q5VZK9,0.0.0.0,0
Q8WUQ7,0.0.0.0,0
A6NGG8,0.0.0.0,0
Q9NV96,0.0.0.0,0
A6NC98,0.0.0.0,0
Q49A88,0.0.0.0,0
O60826,0.0.0.0,0
O95273,0.0.0.0,0
Q8WXS5,0.0.0.0,0
P24385,0.0.0.0,0
O75909,0.0.0.0,0
Q8NHZ8,0.0.0.0,0
P30260,0.0.0.0,0
Q69YH5,0.0.0.0,0
O14519,0.0.0.0,0
Q5SZQ8,0.0.0.0,0
P07199,0.0.0.0,0
Q02224,0.0.0.0,0
Q9H3R5,0.0.0.0,0
Q9BU64,0.0.0.0,0
Q71F23,0.0.0.0,0
Q96LK0,0.0.0.0,0
Q9BYV8,0.0.0.0,0
Q53EZ4,0.0.0.0,0
Q9P209,0.0.0.0,0
Q5JTW2,0.0.0.0,0
P27544,0.0.0.0,0
P83916,0.0.0.0,0
P45973,0.0.0.0,0
Q96M63,0.0.0.0,0
Q8IYE0,0.0.0.0,0
A5D8V7,0.0.0.0,0
P78396,0.0.0.0,0
Q8WWL7,0.0.0.0,0
P30281,0.0.0.0,0
P41002,0.0.0.0,0
P51959,0.0.0.0,0
O60563,0.0.0.0,0
P51686,0.0.0.0,0
P13987,0.0.0.0,0
P30203,0.0.0.0,0
P27701,0.0.0.0,0
Q9UJX2,0.0.0.0,0
P38936,0.0.0.0,0
P42773,0.0.0.0,0
Q9H211,0.0.0.0,0
P31997,0.0.0.0,0
P49715,0.0.0.0,0
Q9BXF3,0.0.0.0,0
P49454,0.0.0.0,0
Q13352,0.0.0.0,0
Q9C0F1,0.0.0.0,0
Q86XR8,0.0.0.0,0
Q96MT8,0.0.0.0,0
Q96ST8,0.0.0.0,0
P41208,0.0.0.0,0
P52907,0.0.0.0,0
O95503,0.0.0.0,0
Q8IW40,0.0.0.0,0
Q16204,0.0.0.0,0
Q06432,0.0.0.0,0
P55774,0.0.0.0,0
P78556,0.0.0.0,0
Q9Y258,0.0.0.0,0
P20248,0.0.0.0,0
P14635,0.0.0.0,0
P51681,0.0.0.0,0
O00421,0.0.0.0,0
O14618,0.0.0.0,0
P08571,0.0.0.0,0
Q8IX05,0.0.0.0,0
P20138,0.0.0.0,0
P28906,0.0.0.0,0
P09326,0.0.0.0,0
P19397,0.0.0.0,0
P10966,0.0.0.0,0
P14209,0.0.0.0,0
P21926,0.0.0.0,0
Q9H305,0.0.0.0,0
Q9BXL7,0.0.0.0,0
Q9Y2G2,0.0.0.0,0
Q13185,0.0.0.0,0
Q9H0W5,0.0.0.0,0
Q99616,0.0.0.0,0
P55773,0.0.0.0,0
O95067,0.0.0.0,0
Q9UK58,0.0.0.0,0
Q8ND76,0.0.0.0,0
P51684,0.0.0.0,0
Q6YHK3,0.0.0.0,0
P29017,0.0.0.0,0
P11836,0.0.0.0,0
Q9BZW8,0.0.0.0,0
Q5ZPR3,0.0.0.0,0
